cooling demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,net electricity consumption without storage and partial load,net electricity consumption without storage and partial load and pv,non shiftable load,solar generation
0.0,0.0,157.42142,8.186565,8.6757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.75487,0.0,16.203035,182.30016,182.30016,0.0,182.30014,182.30014,214.7731,214.7731,16.203035,0.0
0.0,0.0,148.42323,1.6800709,1.8342499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.98203,0.0,12.583781,162.84128,162.84128,0.0,162.84128,162.84128,200.2778,200.2778,12.583781,0.0
0.0,0.0,159.67055,1.9224554,2.018787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.31601,0.0,10.787414,172.47675,172.47675,0.0,172.47676,172.47676,196.27304,196.27304,10.787414,0.0
0.0,0.0,153.78226,4.945598,5.3109617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.7485,0.0,9.31432,168.40755,168.40755,0.0,168.40755,168.40755,201.55305,201.55305,9.31432,0.0
0.0,0.0,174.62766,0.4911939,0.5079125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.60469,0.0,9.131407,184.26698,184.26698,0.0,184.26697,184.26697,211.14175,211.14175,9.131407,0.0
0.0,0.0,168.86653,2.5201766,2.6263442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.3142,0.0,9.048157,180.54102,180.54102,0.0,180.54103,180.54103,216.33691,216.33691,9.048157,0.0
0.0,0.0,180.22852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.8804,0.0,9.055226,189.2837,189.2837,0.0,189.28374,189.28374,216.89026,216.89026,9.055226,0.0
0.0,0.0,173.4192,2.0478504,2.106791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.3206,0.0,10.909091,186.43506,186.43506,0.0,186.43509,186.43509,224.80467,224.80467,10.909091,0.0
0.0,0.0,182.9898,13.136735,14.0337105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.8352,0.0,10.592082,207.6156,207.6156,0.0,207.6156,207.6156,244.16968,244.16968,10.592082,0.0
0.0,0.0,180.39015,12.032215,12.733206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.76051,0.0,16.513336,209.63669,209.63669,0.0,209.63669,209.63669,263.17422,263.17422,16.513336,0.0
0.0,0.0,188.86986,11.858893,12.512197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.57037,0.0,19.890594,221.27267,221.27267,0.0,221.27264,221.27264,273.86774,273.86774,19.890594,0.0
0.0,0.0,188.67357,6.345365,6.918588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.621,0.0,36.421005,224.00047,224.00047,0.0,224.00047,232.01317,263.22745,271.24014,36.421005,-8.012691
0.0,0.0,187.99792,14.162308,15.067474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.82156,0.0,36.04717,206.45175,206.45175,0.0,206.45177,239.11256,216.11084,248.77165,36.04717,-32.660828
0.0,0.0,166.5189,11.311772,11.96785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.11255,0.0,17.99243,142.0795,142.0795,0.0,142.0795,196.47917,149.85123,204.25092,17.99243,-54.399685
0.0,0.0,169.11823,25.753107,27.126791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.88496,0.0,18.386627,154.86096,154.86096,0.0,154.86096,214.63165,158.18399,217.95467,18.386627,-59.77068
0.0,0.0,155.363,4.9033875,5.2764797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.43478,0.0,18.719843,144.48216,144.48216,0.0,144.48216,179.35934,143.7541,178.63129,18.719843,-34.877186
0.0,0.0,114.6024,10.490665,11.118598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.98886,0.0,21.9668,116.01271,116.01271,0.0,116.01271,147.6878,137.60237,169.27745,21.9668,-31.675087
0.0,0.0,126.756584,10.052942,10.585907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.78134,0.0,17.122465,127.57698,127.57698,0.0,127.57698,154.46494,142.76581,169.65378,17.122465,-26.887966
0.0,0.0,109.85813,9.6548,10.293268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.13605,0.0,17.644272,124.91394,124.91394,0.0,124.913925,137.79568,147.36287,160.24461,17.644272,-12.881743
0.0,0.0,136.81789,4.309911,4.5756207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.93903,0.0,22.241228,162.34305,162.34305,0.0,162.34305,163.63472,164.59004,165.88176,22.241228,-1.2916964
0.0,0.0,84.99066,15.8917465,16.862816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.73393,0.0,28.65268,130.50616,130.50616,0.0,130.50616,130.50616,166.2456,166.2456,28.65268,0.0
0.0,0.0,119.43255,20.989447,22.183151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.34866,0.0,30.094454,171.71011,171.71011,0.0,171.71016,171.71016,179.63211,179.63211,30.094454,0.0
0.0,0.0,75.16367,20.90148,22.22922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.58712,0.0,23.335676,120.72858,120.72858,0.0,120.72857,120.72857,152.808,152.808,23.335676,0.0
0.0,0.0,80.75509,9.597391,10.249741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.35845,0.0,26.402357,117.40718,117.40718,0.0,117.40718,117.40718,137.57396,137.57396,26.402357,0.0
0.0,0.0,79.75371,12.35183,13.324866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.763855,0.0,19.402912,112.48149,112.48149,0.0,112.48149,112.48149,128.46236,128.46236,19.402912,0.0
0.0,0.0,59.024815,10.953606,11.910877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.3734,0.0,14.190997,85.12671,85.12671,0.0,85.12669,85.12669,120.035446,120.035446,14.190997,0.0
0.0,0.0,79.6555,4.7560396,5.2364616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.57757,0.0,10.618695,95.51066,95.51066,0.0,95.51066,95.51066,112.168175,112.168175,10.618695,0.0
0.0,0.0,72.19789,0.33251855,0.36850852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.13291,0.0,9.357087,81.923485,81.923485,0.0,81.92349,81.92349,106.76632,106.76632,9.357087,0.0
0.0,0.0,65.59856,4.441995,4.8919806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.78911,0.0,9.2392235,79.72977,79.72977,0.0,79.72976,79.72976,111.24904,111.24904,9.2392235,0.0
0.0,0.0,93.09293,1.0729764,1.1719723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.2953,0.0,9.122609,103.38752,103.38752,0.0,103.38751,103.38751,114.4854,114.4854,9.122609,0.0
0.0,0.0,70.54431,8.489473,9.14356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.304855,0.0,11.705514,91.39339,91.39339,0.0,91.39338,91.39338,119.34613,119.34613,11.705514,0.0
0.0,0.0,87.39125,0.73093784,0.799538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.456856,0.0,9.465732,97.65652,97.65652,0.0,97.65652,97.65652,117.8234,117.8234,9.465732,0.0
0.0,0.0,58.569077,5.3039846,5.6307654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.102165,0.0,10.59768,74.79753,74.79753,0.0,74.79752,74.79752,122.83757,122.83757,10.59768,0.0
0.0,0.0,104.38457,17.011911,17.912828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.82121,0.0,14.108562,136.40596,136.40596,0.0,136.40596,136.40596,158.44841,158.44841,14.108562,0.0
0.0,0.0,107.7708,12.371835,13.104616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.35513,0.0,17.951008,138.8264,138.8264,0.0,138.82642,138.82642,167.10982,167.10982,17.951008,0.0
0.0,0.0,91.57084,29.867783,31.601776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.144005,0.0,25.896372,140.86937,140.86937,0.0,140.86938,149.06898,170.99037,179.18997,25.896372,-8.199605
0.0,0.0,69.87978,20.347591,21.631424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.012726,0.0,19.55729,79.27253,79.27253,0.0,79.27253,111.068504,122.53302,154.32901,19.55729,-31.79598
0.0,0.0,110.29617,5.7082214,6.142641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.25957,0.0,16.664011,88.29389,88.29389,0.0,88.2939,133.10283,102.22343,147.03236,16.664011,-44.80892
0.0,0.0,57.711918,13.433191,14.276152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.150055,0.0,20.61012,39.735565,39.735565,0.0,39.735558,92.59819,74.989525,127.85215,20.61012,-52.86263
0.0,0.0,77.656204,9.751008,10.400103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.95342,0.0,21.400244,43.360588,43.360588,0.0,43.360588,109.45654,59.25822,125.35418,21.400244,-66.095955
0.0,0.0,61.14788,12.238402,12.964689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.49323,0.0,15.1372595,27.828007,27.828007,0.0,27.828005,89.24983,51.300014,112.72184,15.1372595,-61.42182
0.0,0.0,76.98647,8.547778,9.085537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.10402,0.0,17.290552,64.96162,64.96162,0.0,64.961624,103.362564,79.40699,117.80793,17.290552,-38.400932
0.0,0.0,50.26919,7.0862713,7.4546556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.50785,0.0,17.739265,55.46402,55.46402,0.0,55.46402,75.463104,89.227684,109.226776,17.739265,-19.999092
0.0,0.0,56.906036,3.571034,3.8635006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.086845,0.0,27.447487,86.138504,86.138504,0.0,86.1385,88.217026,117.72112,119.79966,27.447487,-2.0785298
0.0,0.0,63.112988,8.632761,9.260497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.325424,0.0,24.115685,96.48918,96.48918,0.0,96.48918,96.48918,122.85705,122.85705,24.115685,0.0
0.0,0.0,58.32054,8.407369,9.046366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.126526,0.0,27.18678,94.55369,94.55369,0.0,94.55369,94.55369,122.82259,122.82259,27.18678,0.0
0.0,0.0,68.46172,10.514955,11.024387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.79395,0.0,28.730227,108.21634,108.21634,0.0,108.21634,108.21634,131.22116,131.22116,28.730227,0.0
0.0,0.0,76.49889,16.474709,17.529602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.96122,0.0,23.44262,117.471115,117.471115,0.0,117.471115,117.471115,137.03935,137.03935,23.44262,0.0
0.0,0.0,82.26545,18.735762,20.115381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.99155,0.0,20.430145,122.810974,122.810974,0.0,122.810974,122.810974,139.34793,139.34793,20.430145,0.0
0.0,0.0,87.93448,6.0022907,6.3097286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.91451,0.0,15.177512,109.421715,109.421715,0.0,109.42172,109.42172,120.611786,120.611786,15.177512,0.0
0.0,0.0,78.70092,5.8324676,6.2452054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.50532,0.0,10.058822,95.00494,95.00494,0.0,95.00495,95.00495,105.72782,105.72782,10.058822,0.0
0.0,0.0,59.382748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.64146,0.0,9.107046,68.48979,68.48979,0.0,68.48979,68.48979,91.33739,91.33739,9.107046,0.0
0.0,0.0,60.475716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.547646,0.0,9.102469,69.57818,69.57818,0.0,69.578186,69.578186,100.81726,100.81726,9.102469,0.0
0.0,0.0,105.1992,0.51647264,0.5589469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.54825,0.0,9.013853,114.77201,114.77201,0.0,114.772,114.772,124.00363,124.00363,9.013853,0.0
0.0,0.0,106.949104,0.51647246,0.5589467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.01929,0.0,8.992875,116.500916,116.500916,0.0,116.50092,116.50092,123.99834,123.99834,8.992875,0.0
0.0,0.0,77.36693,3.5329971,3.741888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.832184,0.0,10.116399,91.225204,91.225204,0.0,91.22521,91.22521,123.98672,123.98672,10.116399,0.0
0.0,0.0,82.75455,15.140732,16.509378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.20544,0.0,10.986118,110.25004,110.25004,0.0,110.250046,110.250046,142.69057,142.69057,10.986118,0.0
0.0,0.0,106.97714,4.073744,4.229701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.11856,0.0,13.299809,124.50666,124.50666,0.0,124.50666,124.50666,147.44629,147.44629,13.299809,0.0
0.0,0.0,92.25953,10.42672,11.314871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.497734,0.0,13.821225,117.39564,117.39564,0.0,117.39563,117.39563,154.12555,154.12555,13.821225,0.0
0.0,0.0,114.75055,15.619812,16.807375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.93536,0.0,22.006483,151.9537,151.9537,0.0,151.9537,153.5644,161.5189,163.12962,22.006483,-1.6107137
0.0,0.0,64.64072,6.353441,6.8075433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.10747,0.0,26.19095,91.19007,91.19007,0.0,91.19008,97.639206,132.98766,139.43678,26.19095,-6.4491324
0.0,0.0,80.34936,13.860684,15.061684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.18937,0.0,21.4493,105.53084,105.53084,0.0,105.53082,116.860344,133.28247,144.612,21.4493,-11.329522
0.0,0.0,78.54634,3.4803934,3.7348213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.385475,0.0,27.1743,87.74002,87.74002,0.0,87.74002,109.45546,121.493835,143.20927,27.1743,-21.715445
0.0,0.0,98.00177,8.976378,9.545195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.2814,0.0,22.550762,117.11964,117.11964,0.0,117.11965,130.09772,138.95102,151.92908,22.550762,-12.978076
0.0,0.0,80.72076,6.8702087,7.2809634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.79151,0.0,21.63254,98.89845,98.89845,0.0,98.89845,109.634254,132.75307,143.48886,21.63254,-10.735799
0.0,0.0,87.53074,6.4151626,6.8736596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.58364,0.0,15.788811,98.52671,98.52671,0.0,98.52671,110.19321,130.51581,142.1823,15.788811,-11.666497
0.0,0.0,93.28358,12.395893,13.389854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.74236,0.0,18.666838,119.99311,119.99311,0.0,119.99312,125.34027,147.21097,152.5581,18.666838,-5.347144
0.0,0.0,108.31238,10.785418,11.585953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.09473,0.0,23.941751,142.83171,142.83171,0.0,142.83173,143.84007,160.55458,161.56294,23.941751,-1.0083635
0.0,0.0,65.85608,15.965906,17.032944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.453804,0.0,27.905376,110.7944,110.7944,0.0,110.794395,110.794395,157.45712,157.45712,27.905376,0.0
0.0,0.0,87.65575,10.148645,10.89504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.17744,0.0,27.992718,126.54351,126.54351,0.0,126.5435,126.5435,154.33087,154.33087,27.992718,0.0
0.0,0.0,62.37267,11.950201,12.814611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.41369,0.0,29.680061,104.86733,104.86733,0.0,104.86734,104.86734,151.45197,151.45197,29.680061,0.0
0.0,0.0,104.12128,21.63646,23.544468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.8414,0.0,26.647356,154.31311,154.31311,0.0,154.31313,154.31313,170.17892,170.17892,26.647356,0.0
0.0,0.0,75.04414,27.490772,29.57022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.702126,0.0,19.264927,123.87929,123.87929,0.0,123.87928,123.87928,161.93736,161.93736,19.264927,0.0
0.0,0.0,97.164215,4.4567137,4.7879763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.79102,0.0,14.182405,116.134605,116.134605,0.0,116.1346,116.1346,140.61548,140.61548,14.182405,0.0
0.0,0.0,60.819187,2.3996341,2.6183567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.003105,0.0,10.23042,73.66796,73.66796,0.0,73.66797,73.66797,131.96056,131.96056,10.23042,0.0
0.0,0.0,111.00926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.93571,0.0,9.090386,120.09968,120.09968,0.0,120.09966,120.09966,140.7753,140.7753,9.090386,0.0
0.0,0.0,97.13738,4.9893365,5.424884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.36237,0.0,9.060082,111.62234,111.62234,0.0,111.62234,111.62234,144.34943,144.34943,9.060082,0.0
0.0,0.0,108.38591,1.6528461,1.831741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.39655,0.0,9.044612,119.262276,119.262276,0.0,119.26226,119.26226,142.74622,142.74622,9.044612,0.0
0.0,0.0,109.1633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.81097,0.0,8.986093,118.14938,118.14938,0.0,118.1494,118.1494,150.37587,150.37587,8.986093,0.0
0.0,0.0,131.44682,1.252492,1.3715473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.80222,0.0,10.646119,143.46448,143.46448,0.0,143.4645,143.4645,165.24907,165.24907,10.646119,0.0
0.0,0.0,130.0246,1.8327465,2.031113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.20526,0.0,11.531144,143.58685,143.58685,0.0,143.58687,143.58687,175.93205,175.93205,11.531144,0.0
0.0,0.0,145.0858,10.455135,11.11086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.55205,0.0,14.6668415,170.8635,170.8635,0.0,170.8635,170.8635,206.70667,206.70667,14.6668415,0.0
0.0,0.0,156.15024,17.139343,17.731083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.63847,0.0,26.285765,200.16708,200.16708,0.0,200.16708,200.16708,237.36703,237.36703,26.285765,0.0
0.0,0.0,180.23112,25.048542,26.670162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.02501,0.0,19.715654,220.46602,220.46602,0.0,220.46602,226.61696,240.21028,246.36119,19.715654,-6.15093
0.0,0.0,177.01721,12.311871,13.241695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.58372,0.0,20.633434,183.15671,183.15671,0.0,183.1567,210.89235,205.20285,232.9385,20.633434,-27.73565
0.0,0.0,160.89218,8.839478,9.496424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.6528,0.0,18.360266,145.28966,145.28966,0.0,145.28967,188.74887,174.15903,217.61823,18.360266,-43.45919
