hour,baseline_load,rbc_load,target_load,rbc_diff,baseline_diff
40,-17.571634,-36.59293395280838,0.0,-36.59293395280838,-17.57163429260254
41,9.78193,-9.239369869232178,0.0,-9.239369869232178,9.781929969787598
42,34.551804,15.530503422021866,0.0,15.530503422021866,34.55180358886719
43,54.267265,35.24596390128136,0.0,35.24596390128136,54.26726531982422
44,60.898346,41.87704527378082,0.0,41.87704527378082,60.898345947265625
45,71.16774,52.14643752574921,0.0,52.14643752574921,71.16773986816406
46,53.133015,34.11171609163284,0.0,34.11171609163284,53.13301467895508
47,43.550945,24.529647886753082,0.0,24.529647886753082,43.55094528198242
48,40.026577,21.00527399778366,0.0,21.00527399778366,40.02657699584961
49,38.91769,19.896391540765762,0.0,19.896391540765762,38.91769027709961
50,38.0094,21.58143499493599,0.0,21.58143499493599,38.0093994140625
51,38.561085,33.86717611551285,0.0,33.86717611551285,38.56108474731445
52,38.290375,38.29037123918533,0.0,38.29037123918533,38.290374755859375
53,41.388306,41.388306617736816,0.0,41.388306617736816,41.3883056640625
54,76.2372,107.46619927883148,0.0,107.46619927883148,76.23719787597656
55,72.51447,103.74347531795502,0.0,103.74347531795502,72.51447296142578
56,77.0884,108.31740915775299,0.0,108.31740915775299,77.0884017944336
57,62.132324,93.36132204532623,0.0,93.36132204532623,62.13232421875
58,26.192799,57.421799182891846,0.0,57.421799182891846,26.192798614501953
59,13.630126,44.85912644863129,0.0,44.85912644863129,13.630125999450684
60,3.3872447,34.61624479293823,0.0,34.61624479293823,3.387244701385498
61,2.0799909,33.308990836143494,0.0,33.308990836143494,2.079990863800049
62,2.4298763,28.501333475112915,0.0,28.501333475112915,2.4298763275146484
63,-18.95424,-36.984659910202026,0.0,-36.984659910202026,-18.954240798950195
64,-10.40342,-29.42472118139267,0.0,-29.42472118139267,-10.403420448303223
65,18.884249,-0.13705343008041382,0.0,-0.13705343008041382,18.884248733520508
66,48.276558,29.255255222320557,0.0,29.255255222320557,48.27655792236328
67,55.25291,36.23161068558693,0.0,36.23161068558693,55.25291061401367
68,56.693184,37.671883046627045,0.0,37.671883046627045,56.69318389892578
69,53.66925,34.647946774959564,0.0,34.647946774959564,53.66925048828125
70,50.354202,31.33290195465088,0.0,31.33290195465088,50.35420227050781
71,40.95716,21.935859262943268,0.0,21.935859262943268,40.95716094970703
72,40.22863,21.207328736782074,0.0,21.207328736782074,40.22863006591797
73,38.778637,19.757338494062424,0.0,19.757338494062424,38.77863693237305
74,38.21241,21.785235971212387,0.0,21.785235971212387,38.21240997314453
75,39.05425,34.359328627586365,0.0,34.359328627586365,39.05424880981445
76,46.524014,46.52401238679886,0.0,46.52401238679886,46.52401351928711
77,48.55808,48.55807703733444,0.0,48.55807703733444,48.55807876586914
78,82.21196,113.44096314907074,0.0,113.44096314907074,82.21195983886719
79,85.09843,116.32742953300476,0.0,116.32742953300476,85.09842681884766
80,74.66882,105.8978214263916,0.0,105.8978214263916,74.6688232421875
81,80.94905,112.178058385849,0.0,112.178058385849,80.94905090332031
82,63.432533,94.6615344285965,0.0,94.6615344285965,63.432533264160156
83,69.805374,101.03437495231628,0.0,101.03437495231628,69.80537414550781
84,63.99633,95.22533392906189,0.0,95.22533392906189,63.99633026123047
85,64.751976,95.98098039627075,0.0,95.98098039627075,64.7519760131836
86,37.864143,63.92830288410187,0.0,63.92830288410187,37.86414337158203
87,-13.914185,-31.947316110134125,0.0,-31.947316110134125,-13.9141845703125
88,6.5293603,-12.491939663887024,0.0,-12.491939663887024,6.529360294342041
89,16.40815,-2.6131510734558105,0.0,-2.6131510734558105,16.40814971923828
90,39.45467,20.433370381593704,0.0,20.433370381593704,39.45466995239258
91,57.345215,38.32391285896301,0.0,38.32391285896301,57.34521484375
92,60.35602,41.33472162485123,0.0,41.33472162485123,60.356021881103516
93,63.629314,44.60801315307617,0.0,44.60801315307617,63.62931442260742
94,47.72695,28.705650746822357,0.0,28.705650746822357,47.726951599121094
95,43.886536,24.86523598432541,0.0,24.86523598432541,43.88653564453125
96,40.379818,21.35851663351059,0.0,21.35851663351059,40.379817962646484
97,38.626995,19.605695337057114,0.0,19.605695337057114,38.62699508666992
98,38.01937,21.5962196290493,0.0,21.5962196290493,38.019371032714844
99,37.96585,33.2754802107811,0.0,33.2754802107811,37.965850830078125
100,38.688515,38.68851214647293,0.0,38.68851214647293,38.688514709472656
101,51.515125,51.51512670516968,0.0,51.51512670516968,51.5151252746582
102,75.53705,106.76605021953583,0.0,106.76605021953583,75.53704833984375
103,68.762146,99.99115037918091,0.0,99.99115037918091,68.76214599609375
104,51.89887,83.12786877155304,0.0,83.12786877155304,51.898868560791016
105,28.23652,59.46551859378815,0.0,59.46551859378815,28.236520767211914
106,16.81192,48.040921211242676,0.0,48.040921211242676,16.811920166015625
107,7.011906,38.24090623855591,0.0,38.24090623855591,7.011906147003174
108,-1.8007116,29.428288102149963,0.0,29.428288102149963,-1.8007116317749023
109,-6.1776195,25.05138099193573,0.0,25.05138099193573,-6.177619457244873
110,7.6225843,33.679423332214355,0.0,33.679423332214355,7.622584342956543
111,-23.101772,-41.13761830329895,0.0,-41.13761830329895,-23.10177230834961
112,-8.051765,-27.073064506053925,0.0,-27.073064506053925,-8.051765441894531
113,2.2314065,-16.789893865585327,0.0,-16.789893865585327,2.2314064502716064
114,30.072584,11.051285833120346,0.0,11.051285833120346,30.07258415222168
115,52.592278,33.57097569108009,0.0,33.57097569108009,52.59227752685547
116,54.4244,35.40310049057007,0.0,35.40310049057007,54.424400329589844
117,56.009407,36.98810684680939,0.0,36.98810684680939,56.00940704345703
118,48.042667,29.021367371082306,0.0,29.021367371082306,48.042667388916016
119,42.838573,23.817274034023285,0.0,23.817274034023285,42.83857345581055
120,39.484375,20.463073432445526,0.0,20.463073432445526,39.484375
121,38.271183,19.24988368153572,0.0,19.24988368153572,38.271183013916016
122,39.18362,22.764497846364975,0.0,22.764497846364975,39.18362045288086
123,40.693035,36.00718182325363,0.0,36.00718182325363,40.69303512573242
124,41.557423,41.55742573738098,0.0,41.55742573738098,41.55742263793945
125,47.337048,47.33704721927643,0.0,47.33704721927643,47.3370475769043
126,75.437935,106.66693234443665,0.0,106.66693234443665,75.43793487548828
127,70.23634,101.46534311771393,0.0,101.46534311771393,70.23634338378906
128,67.56833,98.79733169078827,0.0,98.79733169078827,67.56832885742188
129,44.406563,75.63556218147278,0.0,75.63556218147278,44.40656280517578
130,18.78862,50.017619013786316,0.0,50.017619013786316,18.788619995117188
131,1.3048825,32.53388214111328,0.0,32.53388214111328,1.304882526397705
132,-5.3257413,25.903258204460144,0.0,25.903258204460144,-5.325741291046143
133,-17.63917,13.589832067489624,0.0,13.589832067489624,-17.639169692993164
134,-2.5285516,23.52096712589264,0.0,23.52096712589264,-2.5285515785217285
135,-38.13923,-56.17778980731964,0.0,-56.17778980731964,-38.13922882080078
136,-19.801193,-38.822492718696594,0.0,-38.822492718696594,-19.801193237304688
137,21.920162,2.898862600326538,0.0,2.898862600326538,21.920162200927734
138,27.38648,8.36518058180809,0.0,8.36518058180809,27.3864803314209
139,46.734135,27.712835893034935,0.0,27.712835893034935,46.734134674072266
140,56.904922,37.88362795114517,0.0,37.88362795114517,56.90492248535156
141,59.150684,40.12938332557678,0.0,40.12938332557678,59.15068435668945
142,47.879818,28.858518421649933,0.0,28.858518421649933,47.879817962646484
143,40.520645,21.499349534511566,0.0,21.499349534511566,40.52064514160156
144,38.879204,19.857905626296997,0.0,19.857905626296997,38.87920379638672
145,38.950073,19.92877236008644,0.0,19.92877236008644,38.9500732421875
146,37.97403,21.55893114209175,0.0,21.55893114209175,37.974029541015625
147,40.84122,36.15987753868103,0.0,36.15987753868103,40.84122085571289
148,40.118893,40.11889177560806,0.0,40.11889177560806,40.118892669677734
149,51.091007,51.09100830554962,0.0,51.09100830554962,51.091007232666016
150,83.84688,115.07588648796082,0.0,115.07588648796082,83.84687805175781
151,81.57153,112.80053329467773,0.0,112.80053329467773,81.571533203125
152,56.065594,87.29459357261658,0.0,87.29459357261658,56.06559371948242
153,49.938602,81.16760182380676,0.0,81.16760182380676,49.938602447509766
154,34.703445,65.93244481086731,0.0,65.93244481086731,34.70344543457031
155,16.155622,47.384621381759644,0.0,47.384621381759644,16.155622482299805
156,-1.9184351,29.310564756393433,0.0,29.310564756393433,-1.9184350967407227
157,8.004949,39.23395001888275,0.0,39.23395001888275,8.004948616027832
158,-6.872388,19.169808387756348,0.0,19.169808387756348,-6.872387886047363
159,-37.16286,-55.20414173603058,0.0,-55.20414173603058,-37.16286087036133
160,-22.482101,-41.50340133905411,0.0,-41.50340133905411,-22.482101440429688
161,11.053684,-7.96761679649353,0.0,-7.96761679649353,11.05368423461914
162,33.264374,14.243073016405106,0.0,14.243073016405106,33.264373779296875
163,56.878067,37.85676494240761,0.0,37.85676494240761,56.87806701660156
164,54.64533,35.62402808666229,0.0,35.62402808666229,54.645328521728516
165,56.251408,37.230110466480255,0.0,37.230110466480255,56.251407623291016
166,51.453342,32.43204087018967,0.0,32.43204087018967,51.45334243774414
167,40.03547,21.014171302318573,0.0,21.014171302318573,40.03546905517578
168,41.793655,22.772358000278473,0.0,22.772358000278473,41.79365539550781
169,39.067425,20.046123296022415,0.0,20.046123296022415,39.06742477416992
170,38.01003,21.59895744919777,0.0,21.59895744919777,38.01002883911133
171,39.779953,35.10312908887863,0.0,35.10312908887863,39.77995300292969
172,40.750217,40.750215113162994,0.0,40.750215113162994,40.75021743774414
173,44.98395,44.983951449394226,0.0,44.983951449394226,44.983951568603516
174,82.89381,114.12280714511871,0.0,114.12280714511871,82.89380645751953
175,73.52498,104.75397419929504,0.0,104.75397419929504,73.52497863769531
176,71.304955,102.53395891189575,0.0,102.53395891189575,71.3049545288086
177,44.752666,75.98166620731354,0.0,75.98166620731354,44.75266647338867
178,18.81009,50.03908932209015,0.0,50.03908932209015,18.810089111328125
179,20.811049,52.04004943370819,0.0,52.04004943370819,20.81104850769043
180,-1.0278549,30.2011456489563,0.0,30.2011456489563,-1.0278549194335938
181,2.9575846,34.18658471107483,0.0,34.18658471107483,2.9575846195220947
182,4.025905,30.06078064441681,0.0,30.06078064441681,4.025905132293701
183,-29.598076,-47.64206624031067,0.0,-47.64206624031067,-29.59807586669922
184,-9.507286,-28.52858579158783,0.0,-28.52858579158783,-9.507286071777344
185,15.735545,-3.2857547998428345,0.0,-3.2857547998428345,15.73554515838623
186,51.202526,32.181231647729874,0.0,32.181231647729874,51.2025260925293
187,58.35936,39.3380608856678,0.0,39.3380608856678,58.35935974121094
188,59.11673,40.09542912244797,0.0,40.09542912244797,59.116729736328125
189,51.492283,32.47098231315613,0.0,32.47098231315613,51.49228286743164
190,45.6757,26.654402673244476,0.0,26.654402673244476,45.67570114135742
191,45.19955,26.178249835968018,0.0,26.178249835968018,45.19955062866211
192,38.49919,19.477889955043793,0.0,19.477889955043793,38.49919128417969
193,38.41968,19.398380905389786,0.0,19.398380905389786,38.419681549072266
194,38.000298,21.593253880739212,0.0,21.593253880739212,38.00029754638672
195,38.432278,33.759969890117645,0.0,33.759969890117645,38.43227767944336
196,38.072777,38.0727761387825,0.0,38.0727761387825,38.072776794433594
197,39.630634,39.6306369304657,0.0,39.6306369304657,39.63063430786133
198,76.0043,107.23330664634705,0.0,107.23330664634705,76.00430297851562
199,74.22451,105.45350444316864,0.0,105.45350444316864,74.2245101928711
200,74.53936,105.76835870742798,0.0,105.76835870742798,74.53936004638672
201,41.571358,72.8003556728363,0.0,72.8003556728363,41.57135772705078
202,28.021664,59.250662326812744,0.0,59.250662326812744,28.021663665771484
203,19.572151,50.80115211009979,0.0,50.80115211009979,19.57215118408203
204,-4.641504,26.587496280670166,0.0,26.587496280670166,-4.641503810882568
205,2.1656756,33.394675850868225,0.0,33.394675850868225,2.165675640106201
206,37.186893,63.214452028274536,0.0,63.214452028274536,37.186893463134766
207,7.063985,-10.982722043991089,0.0,-10.982722043991089,7.0639848709106445
208,30.357363,11.336062341928482,0.0,11.336062341928482,30.357362747192383
209,32.048016,13.026713371276855,0.0,13.026713371276855,32.04801559448242
210,41.072693,22.05139669775963,0.0,22.05139669775963,41.07269287109375
211,56.250736,37.22943462431431,0.0,37.22943462431431,56.250736236572266
212,59.14203,40.12072688341141,0.0,40.12072688341141,59.14202880859375
213,54.91361,35.892307221889496,0.0,35.892307221889496,54.91360855102539
214,46.777992,27.756692826747894,0.0,27.756692826747894,46.777992248535156
215,49.53685,30.51555246114731,0.0,30.51555246114731,49.53684997558594
216,45.19746,26.176161408424377,0.0,26.176161408424377,45.19746017456055
217,42.551563,23.530262976884842,0.0,23.530262976884842,42.55156326293945
218,43.651962,27.248946875333786,0.0,27.248946875333786,43.65196228027344
219,37.92824,33.26044970750809,0.0,33.26044970750809,37.92824172973633
220,39.150986,39.1509867310524,0.0,39.1509867310524,39.15098571777344
221,42.71931,42.71931445598602,0.0,42.71931445598602,42.71931076049805
222,78.84167,110.07067012786865,0.0,110.07067012786865,78.84166717529297
223,75.04366,106.27266073226929,0.0,106.27266073226929,75.04366302490234
224,61.704926,92.93392252922058,0.0,92.93392252922058,61.704925537109375
225,39.573498,70.80249679088593,0.0,70.80249679088593,39.5734977722168
226,18.952677,50.18167734146118,0.0,50.18167734146118,18.95267677307129
227,1.732317,32.96131694316864,0.0,32.96131694316864,1.7323169708251953
228,-9.734033,21.494966626167297,0.0,21.494966626167297,-9.73403263092041
229,-13.814643,17.41435706615448,0.0,17.41435706615448,-13.814642906188965
230,-3.8209858,22.199246883392334,0.0,22.199246883392334,-3.820985794067383
231,-23.477589,-41.527008056640625,0.0,-41.527008056640625,-23.477588653564453
232,-6.941524,-25.962823748588562,0.0,-25.962823748588562,-6.941524028778076
233,8.095306,-10.925994455814362,0.0,-10.925994455814362,8.095306396484375
234,37.459595,18.438291758298874,0.0,18.438291758298874,37.4595947265625
235,48.860714,29.839415229856968,0.0,29.839415229856968,48.860713958740234
236,53.97172,34.95042169094086,0.0,34.95042169094086,53.97172164916992
237,58.178036,39.15673404932022,0.0,39.15673404932022,58.178035736083984
238,51.766026,32.74472200870514,0.0,32.74472200870514,51.76602554321289
239,42.056595,23.035293579101562,0.0,23.035293579101562,42.05659484863281
240,39.145405,20.124104261398315,0.0,20.124104261398315,39.14540481567383
241,38.05812,19.036819368600845,0.0,19.036819368600845,38.05812072753906
242,38.567398,22.16840735077858,0.0,22.16840735077858,38.56739807128906
243,39.487362,34.82408207654953,0.0,34.82408207654953,39.487361907958984
244,40.88798,40.88797926902771,0.0,40.88797926902771,40.88798141479492
245,44.394577,44.394575238227844,0.0,44.394575238227844,44.39457702636719
246,78.70026,109.9292573928833,0.0,109.9292573928833,78.70025634765625
247,79.52255,110.75154387950897,0.0,110.75154387950897,79.52255249023438
248,77.05224,108.28124332427979,0.0,108.28124332427979,77.05223846435547
249,43.426647,74.65564405918121,0.0,74.65564405918121,43.4266471862793
250,16.10156,47.33056116104126,0.0,47.33056116104126,16.101560592651367
251,7.027163,38.25616264343262,0.0,38.25616264343262,7.027163028717041
252,-0.6630512,30.565948963165283,0.0,30.565948963165283,-0.663051187992096
253,-9.976952,21.25204908847809,0.0,21.25204908847809,-9.976951599121094
254,2.6119833,28.624898314476013,0.0,28.624898314476013,2.611983299255371
255,-34.28085,-52.33298635482788,0.0,-52.33298635482788,-34.28084945678711
256,-18.41858,-37.43987935781479,0.0,-37.43987935781479,-18.4185791015625
257,14.011772,-5.00952672958374,0.0,-5.00952672958374,14.011772155761719
258,31.932278,12.910976707935333,0.0,12.910976707935333,31.93227767944336
259,57.884975,38.863677725195885,0.0,38.863677725195885,57.88497543334961
260,64.43254,45.41124039888382,0.0,45.41124039888382,64.43254089355469
261,63.74249,44.721185863018036,0.0,44.721185863018036,63.742488861083984
262,47.905186,28.883887946605682,0.0,28.883887946605682,47.90518569946289
263,41.080193,22.058895230293274,0.0,22.058895230293274,41.08019256591797
264,39.725533,20.70423048734665,0.0,20.70423048734665,39.72553253173828
265,39.308674,20.28737473487854,0.0,20.28737473487854,39.30867385864258
266,38.681942,22.28697869181633,0.0,22.28697869181633,38.681941986083984
267,39.683147,35.02437895536423,0.0,35.02437895536423,39.68314743041992
268,38.415607,38.415607273578644,0.0,38.415607273578644,38.41560745239258
269,46.05979,46.0597939491272,0.0,46.0597939491272,46.059791564941406
270,76.295845,107.52484941482544,0.0,107.52484941482544,76.29584503173828
271,70.020546,101.2495504617691,0.0,101.2495504617691,70.02054595947266
272,53.170795,84.39979577064514,0.0,84.39979577064514,53.17079544067383
273,35.33358,66.56258451938629,0.0,66.56258451938629,35.333580017089844
274,12.230086,43.459086775779724,0.0,43.459086775779724,12.230086326599121
275,15.028065,46.2570641040802,0.0,46.2570641040802,15.028064727783203
276,-7.2108574,24.018142700195312,0.0,24.018142700195312,-7.210857391357422
277,-2.6729887,28.55601143836975,0.0,28.55601143836975,-2.6729886531829834
278,-0.9758856,25.029711484909058,0.0,25.029711484909058,-0.9758856296539307
279,-31.209934,-49.26478612422943,0.0,-49.26478612422943,-31.20993423461914
280,-19.345348,-38.36664944887161,0.0,-38.36664944887161,-19.345348358154297
281,3.0158935,-16.005406737327576,0.0,-16.005406737327576,3.0158934593200684
282,35.34802,16.326719760894775,0.0,16.326719760894775,35.348018646240234
283,49.372417,30.35111689567566,0.0,30.35111689567566,49.37241744995117
284,51.4503,32.428996562957764,0.0,32.428996562957764,51.45029830932617
285,55.47028,36.44898235797882,0.0,36.44898235797882,55.470279693603516
286,49.712532,30.69123089313507,0.0,30.69123089313507,49.71253204345703
287,44.11604,25.094739317893982,0.0,25.094739317893982,44.11603927612305
288,43.492577,24.471272945404053,0.0,24.471272945404053,43.492576599121094
289,38.508125,19.48682537674904,0.0,19.48682537674904,38.50812530517578
290,40.249672,23.85873255133629,0.0,23.85873255133629,40.249671936035156
291,39.198345,34.54409205913544,0.0,34.54409205913544,39.19834518432617
292,40.899376,40.89937561750412,0.0,40.89937561750412,40.899375915527344
293,43.656097,43.656095027923584,0.0,43.656095027923584,43.656097412109375
294,78.61624,109.84524703025818,0.0,109.84524703025818,78.61624145507812
295,73.912415,105.14141833782196,0.0,105.14141833782196,73.91241455078125
296,61.678394,92.9073920249939,0.0,92.9073920249939,61.67839431762695
297,41.377937,72.60693979263306,0.0,72.60693979263306,41.37793731689453
298,23.508984,54.73798429965973,0.0,54.73798429965973,23.508983612060547
299,10.582464,41.81146550178528,0.0,41.81146550178528,10.582464218139648
300,-0.5827264,30.646273374557495,0.0,30.646273374557495,-0.5827264189720154
301,-7.183272,24.045727729797363,0.0,24.045727729797363,-7.183271884918213
302,-9.158785,16.83949053287506,0.0,16.83949053287506,-9.158784866333008
303,-27.898077,-45.95564246177673,0.0,-45.95564246177673,-27.8980770111084
304,10.877975,-8.143325090408325,0.0,-8.143325090408325,10.877975463867188
305,17.692612,-1.3286880254745483,0.0,-1.3286880254745483,17.692611694335938
306,26.798866,7.777565449476242,0.0,7.777565449476242,26.798866271972656
307,58.867294,39.84599232673645,0.0,39.84599232673645,58.86729431152344
308,55.51248,36.49118345975876,0.0,36.49118345975876,55.512481689453125
309,68.99407,49.97276824712753,0.0,49.97276824712753,68.99407196044922
310,47.922295,28.9009969830513,0.0,28.9009969830513,47.92229461669922
311,41.590782,22.56948411464691,0.0,22.56948411464691,41.590782165527344
312,39.06673,20.045428454875946,0.0,20.045428454875946,39.06673049926758
313,39.07582,20.054519206285477,0.0,20.054519206285477,39.07582092285156
314,37.93705,21.550136357545853,0.0,21.550136357545853,37.937049865722656
315,39.165195,34.515458166599274,0.0,34.515458166599274,39.16519546508789
316,43.269234,43.269230008125305,0.0,43.269230008125305,43.26923370361328
317,49.481113,49.481114983558655,0.0,49.481114983558655,49.48111343383789
318,83.760376,114.98937451839447,0.0,114.98937451839447,83.7603759765625
319,70.69465,101.92365181446075,0.0,101.92365181446075,70.69464874267578
320,58.685745,89.91474258899689,0.0,89.91474258899689,58.68574523925781
321,45.06641,76.29541170597076,0.0,76.29541170597076,45.066410064697266
322,25.056883,56.285884857177734,0.0,56.285884857177734,25.056882858276367
323,-1.0676453,30.16135573387146,0.0,30.16135573387146,-1.0676453113555908
324,-4.2378373,26.99116289615631,0.0,26.99116289615631,-4.237837314605713
325,-12.61681,18.612190008163452,0.0,18.612190008163452,-12.616809844970703
326,-10.221596,15.769357085227966,0.0,15.769357085227966,-10.221595764160156
327,-24.978079,-43.03835999965668,0.0,-43.03835999965668,-24.978078842163086
328,-7.8978505,-26.919150352478027,0.0,-26.919150352478027,-7.897850513458252
329,5.224981,-13.796319484710693,0.0,-13.796319484710693,5.22498083114624
330,29.697699,10.676396995782852,0.0,10.676396995782852,29.69769859313965
331,56.84386,37.82255956530571,0.0,37.82255956530571,56.8438606262207
332,54.738136,35.716831386089325,0.0,35.716831386089325,54.738136291503906
333,58.739685,39.718383491039276,0.0,39.718383491039276,58.73968505859375
334,55.4593,36.43799751996994,0.0,36.43799751996994,55.45930099487305
335,44.65157,25.630271315574646,0.0,25.630271315574646,44.65156936645508
336,40.720917,21.69961678981781,0.0,21.69961678981781,40.720916748046875
337,38.393936,19.372637391090393,0.0,19.372637391090393,38.39393615722656
338,38.438614,22.05572709441185,0.0,22.05572709441185,38.43861389160156
339,37.968906,33.32368618249893,0.0,33.32368618249893,37.96890640258789
340,39.64554,39.645535588264465,0.0,39.645535588264465,39.645538330078125
341,48.76903,48.7690315246582,0.0,48.7690315246582,48.7690315246582
342,96.1935,127.42250144481659,0.0,127.42250144481659,96.19349670410156
343,77.20556,108.43455982208252,0.0,108.43455982208252,77.20555877685547
344,58.948475,90.17747735977173,0.0,90.17747735977173,58.9484748840332
345,45.420883,76.64988076686859,0.0,76.64988076686859,45.42088317871094
346,21.077097,52.30609691143036,0.0,52.30609691143036,21.077096939086914
347,6.7849774,38.0139776468277,0.0,38.0139776468277,6.784977436065674
348,0.059489906,31.288490295410156,0.0,31.288490295410156,0.059489905834198
349,-11.150964,20.078035712242126,0.0,20.078035712242126,-11.15096378326416
350,-4.207555,21.776078820228577,0.0,21.776078820228577,-4.207554817199707
351,9.395186,-8.667808473110199,0.0,-8.667808473110199,9.395186424255371
352,-4.4703345,-23.49163395166397,0.0,-23.49163395166397,-4.470334529876709
353,19.333977,0.312677264213562,0.0,0.312677264213562,19.33397674560547
354,38.37563,19.354327648878098,0.0,19.354327648878098,38.37562942504883
355,51.3674,32.34610131382942,0.0,32.34610131382942,51.367401123046875
356,54.95686,35.93555837869644,0.0,35.93555837869644,54.95685958862305
357,61.574333,42.55303198099136,0.0,42.55303198099136,61.57433319091797
358,52.2272,33.20589876174927,0.0,33.20589876174927,52.22719955444336
359,39.6616,20.64030170440674,0.0,20.64030170440674,39.661598205566406
360,38.52373,19.50243204832077,0.0,19.50243204832077,38.52373123168945
361,38.583668,19.562367796897888,0.0,19.562367796897888,38.58366775512695
362,38.121655,21.742796927690506,0.0,21.742796927690506,38.12165451049805
363,38.26502,33.62431114912033,0.0,33.62431114912033,38.265018463134766
364,38.942795,38.94279557466507,0.0,38.94279557466507,38.94279479980469
365,41.533474,41.533475160598755,0.0,41.533475160598755,41.53347396850586
366,83.98492,115.21392953395844,0.0,115.21392953395844,83.98491668701172
367,74.40092,105.62991905212402,0.0,105.62991905212402,74.40091705322266
368,63.55082,94.77981781959534,0.0,94.77981781959534,63.550819396972656
369,62.760674,93.98967802524567,0.0,93.98967802524567,62.76067352294922
370,36.936985,68.165984749794,0.0,68.165984749794,36.93698501586914
371,28.73193,59.96093046665192,0.0,59.96093046665192,28.731929779052734
372,6.777375,38.006375551223755,0.0,38.006375551223755,6.777375221252441
373,20.438423,51.66742265224457,0.0,51.66742265224457,20.43842315673828
374,20.407124,46.38343644142151,0.0,46.38343644142151,20.407123565673828
375,-10.401684,-28.46739399433136,0.0,-28.46739399433136,-10.401683807373047
376,-16.251177,-35.272476851940155,0.0,-35.272476851940155,-16.251176834106445
377,19.149494,0.12819355726242065,0.0,0.12819355726242065,19.149494171142578
378,32.729504,13.708202630281448,0.0,13.708202630281448,32.7295036315918
379,56.389244,37.367945820093155,0.0,37.367945820093155,56.389244079589844
380,56.993366,37.97206628322601,0.0,37.97206628322601,56.99336624145508
381,63.170433,44.14913308620453,0.0,44.14913308620453,63.170433044433594
382,45.77788,26.75658279657364,0.0,26.75658279657364,45.77788162231445
383,41.70065,22.679350078105927,0.0,22.679350078105927,41.70064926147461
384,49.863956,30.84265261888504,0.0,30.84265261888504,49.863956451416016
385,39.46666,20.445358902215958,0.0,20.445358902215958,39.46665954589844
386,38.15067,21.775834947824478,0.0,21.775834947824478,38.15066909790039
387,38.272884,33.636692464351654,0.0,33.636692464351654,38.272884368896484
388,38.546192,38.54618972539902,0.0,38.54618972539902,38.54619216918945
389,39.3842,39.38420081138611,0.0,39.38420081138611,39.38420104980469
