hour,day,hour_of_day,baseline_load,plotted_target_load,mappo_standard,grouped_mappo,grouped_comm_v2
67,3,19,148.45603942871094,121.463727324625,180.35941982269287,139.63196766376495,141.858540058136
68,3,20,144.57801818847656,121.463727324625,210.92385172843933,142.5528280735016,146.28422617912292
69,3,21,137.53929138183594,121.463727324625,216.9261989593506,127.5165948867798,163.62622165679932
70,3,22,130.81863403320312,121.463727324625,184.84524166584012,140.8404789865017,157.93626379966736
71,3,23,115.61043548583984,121.463727324625,167.48396944999695,150.34164416790009,139.0771853029728
72,4,0,116.82825469970705,72.06773195127501,173.4442973136902,144.998251080513,160.52851223945618
73,4,1,113.3900146484375,72.06773195127501,145.20959782600403,144.65699636936188,135.64161479473114
74,4,2,114.46961212158205,72.06773195127501,160.70595383644104,136.2439822256565,139.36938881874084
75,4,3,107.20506286621094,72.06773195127501,154.20466876029968,124.04524970054626,132.54154813289642
76,4,4,109.9416732788086,72.06773195127501,127.73574137687685,131.0278022289276,119.5498012304306
77,4,5,115.47738647460938,72.06773195127501,139.44993042945862,124.07950472831726,117.3555793762207
78,4,6,109.19097137451172,72.06773195127501,141.15123343467712,135.9577190876007,110.217529296875
79,4,7,127.80165100097656,72.06773195127501,125.26549124717712,121.2752242088318,118.42108857631683
80,4,8,136.94439697265625,72.06773195127501,118.1590273976326,93.43928492069244,109.07699996232986
81,4,9,134.0803985595703,72.06773195127501,135.47069483995438,136.1139938235283,111.17799603939056
82,4,10,136.2447052001953,72.06773195127501,113.53213280439375,84.89045453071594,77.97011542320251
83,4,11,122.875732421875,72.06773195127501,66.82683646678925,42.97854769229889,29.19106721878052
84,4,12,114.93447875976562,72.06773195127501,63.73993945121765,50.58625340461731,34.89745473861694
85,4,13,118.00961303710938,72.06773195127501,83.22624278068542,64.31718158721924,43.64208912849426
86,4,14,103.20059204101562,72.06773195127501,91.71834430098534,100.6360676586628,91.5284811258316
87,4,15,103.0419692993164,72.06773195127501,101.69311419129372,99.8878093957901,106.62274730205536
88,4,16,103.3965835571289,72.06773195127501,146.05071306228638,134.61141872406006,131.16341543197632
89,4,17,116.79560089111328,72.06773195127501,139.41546714305878,128.7983559370041,130.38010993599892
90,4,18,117.41654205322266,72.06773195127501,124.25948870182036,98.07040452957152,114.3347828388214
91,4,19,104.2573699951172,72.06773195127501,141.91795420646667,109.61443382501602,115.50815904140472
92,4,20,110.89469909667967,72.06773195127501,159.0389313697815,116.57520604133606,135.4493578672409
93,4,21,114.78717041015624,72.06773195127501,152.9238350391388,124.57204675674438,123.355574965477
94,4,22,101.89323425292967,72.06773195127501,125.89694213867188,90.49974286556244,117.955016374588
95,4,23,81.37090301513672,72.06773195127501,126.32364630699158,105.05972695350648,115.94076788425446
96,5,0,77.70210266113281,71.26784696154166,122.64234638214111,101.43584489822388,122.02195513248444
97,5,1,79.50647735595703,71.26784696154166,120.30188179016112,116.43167674541472,111.14267206192017
98,5,2,79.50233459472656,71.26784696154166,128.82603287696838,124.36950516700745,111.0691145658493
99,5,3,83.20060729980469,71.26784696154166,152.58040499687195,155.79209446907043,146.4219241142273
100,5,4,102.09680938720705,71.26784696154166,134.68312680721283,156.05944919586182,94.28023993968964
101,5,5,93.20184326171876,71.26784696154166,163.40538656711578,165.20109844207764,127.14287507534029
102,5,6,122.62091827392578,71.26784696154166,166.78540182113647,172.75057578086853,110.50089263916016
103,5,7,152.08238220214844,71.26784696154166,134.30205595493317,137.85207387804985,141.23542016744614
104,5,8,156.3189239501953,71.26784696154166,79.05710172653198,114.26565253734589,124.66560792922974
105,5,9,154.7736358642578,71.26784696154166,47.50390827655792,40.214348793029785,60.7731237411499
106,5,10,153.61248779296875,71.26784696154166,-23.871842861175537,17.173133373260498,-22.04595351219177
107,5,11,138.06478881835938,71.26784696154166,-64.56936526298523,-15.411549091339111,-58.811750411987305
108,5,12,123.93492889404295,71.26784696154166,-73.20362114906311,-18.61833906173706,-35.89578878879547
109,5,13,123.77030181884766,71.26784696154166,4.113250494003296,-8.192893028259277,-14.993801832199097
110,5,14,131.37301635742188,71.26784696154166,17.208128213882446,41.09851956367493,31.870795786380768
111,5,15,131.205322265625,71.26784696154166,115.43727988004684,81.51692682504654,83.90756368637085
112,5,16,124.44943237304688,71.26784696154166,151.0244550704956,146.44120109081268,161.1068663597107
113,5,17,145.52923583984375,71.26784696154166,197.03747868537903,151.28507548570633,170.7469835281372
114,5,18,152.8079071044922,71.26784696154166,158.03079175949097,141.74221467971802,174.19988465309143
115,5,19,163.5396728515625,71.26784696154166,202.50637340545651,170.70071083307266,197.6013731956482
116,5,20,172.10682678222656,71.26784696154166,237.48840522766116,183.93399810791016,203.419456243515
117,5,21,180.0043182373047,71.26784696154166,218.338783621788,210.52317881584167,195.9448049068451
118,5,22,180.3888092041016,71.26784696154166,214.29180765151975,163.8692934513092,199.991952419281
119,5,23,156.5390625,71.26784696154166,208.71593403816223,199.04546308517456,179.62468600273132
120,6,0,155.0232391357422,80.61506569283334,174.65468335151672,162.41295266151428,181.0360145568848
121,6,1,137.23939514160156,80.61506569283334,188.5893290042877,162.563551902771,161.15819370746613
122,6,2,139.2635040283203,80.61506569283334,190.8856874704361,175.7029664516449,161.09645128250122
123,6,3,154.13043212890625,80.61506569283334,187.31796598434448,209.6958713531494,155.355903506279
124,6,4,153.8446807861328,80.61506569283334,182.73734259605408,189.214599609375,164.97404885292053
125,6,5,162.51058959960938,80.61506569283334,196.9957537651062,222.94114303588867,158.07094383239746
126,6,6,172.05258178710938,80.61506569283334,197.7817747592926,176.99048221111298,178.17980194091797
127,6,7,180.3114776611328,80.61506569283334,151.51026117801666,170.0725532770157,135.4133756160736
128,6,8,160.65866088867188,80.61506569283334,93.22284972667694,53.70808851718903,88.14104437828064
129,6,9,155.0104217529297,80.61506569283334,74.56808090209961,84.36190831661224,44.24732220172882
130,6,10,138.75721740722656,80.61506569283334,15.433850765228271,-9.76538348197937,5.353830814361572
131,6,11,129.32183837890625,80.61506569283334,-8.335613131523132,20.45492684841156,-3.505489587783813
132,6,12,119.36316680908205,80.61506569283334,25.1526597738266,-4.984482526779175,-23.40779590606689
133,6,13,115.6704330444336,80.61506569283334,-9.789666056632996,57.98912715911865,32.74244403839111
134,6,14,99.00613403320312,80.61506569283334,90.8304545879364,54.04550155997276,34.447858452796936
135,6,15,108.39574432373048,80.61506569283334,79.24290242791176,112.0856237411499,126.38810521364212
136,6,16,125.0204849243164,80.61506569283334,147.2954894900322,126.39967083930968,132.82097426056862
137,6,17,115.57649993896484,80.61506569283334,168.89579343795776,137.7800143957138,150.2257730960846
138,6,18,129.8391876220703,80.61506569283334,125.54813766479492,122.79827618598938,138.0908409357071
139,6,19,121.912109375,80.61506569283334,178.14146447181702,126.30940508842468,161.91608560085297
140,6,20,133.34007263183594,80.61506569283334,183.7184805870056,139.1180579662323,182.38853406906128
141,6,21,137.44273376464844,80.61506569283334,201.1688311100006,166.6243000626564,161.2752098441124
142,6,22,138.3297576904297,80.61506569283334,164.43346333503723,140.67219424247742,182.8242474794388
143,6,23,135.42770385742188,80.61506569283334,196.16613841056824,177.84200143814087,155.98002579808235
144,7,0,135.51791381835938,106.18141793066668,211.2283034324646,155.6389712691307,179.0541125535965
145,7,1,146.17832946777344,106.18141793066668,210.59226322174072,180.32874059677124,162.6297106742859
146,7,2,147.75096130371094,106.18141793066668,210.3856410980225,160.49489563703537,175.46699595451355
147,7,3,156.82752990722656,106.18141793066668,200.30394387245175,177.5547068119049,176.24140053987503
148,7,4,165.09730529785156,106.18141793066668,205.63014125823972,182.59168314933777,178.4283401966095
149,7,5,175.4749755859375,106.18141793066668,204.9436159133911,196.30193758010864,186.1337208747864
150,7,6,193.8729553222656,106.18141793066668,203.94092655181885,192.06727504730225,184.57398623228076
151,7,7,195.5387725830078,106.18141793066668,230.13532996177676,195.73188418149948,176.24753141403198
152,7,8,179.03150939941406,106.18141793066668,181.1272168159485,157.30033391714096,181.9718117713928
153,7,9,179.86778259277344,106.18141793066668,176.52563852071762,173.8909513950348,168.36563920974731
154,7,10,176.02255249023438,106.18141793066668,156.8539538383484,123.21881854534148,143.7328119277954
155,7,11,156.50672912597656,106.18141793066668,139.14065945148468,115.76334398984908,90.3351185321808
156,7,12,155.65335083007812,106.18141793066668,118.59736692905426,120.11257803440094,93.28527116775513
157,7,13,135.73843383789062,106.18141793066668,132.51250380277634,121.35737890005112,91.2805106639862
158,7,14,133.1337127685547,106.18141793066668,130.81134366989136,172.09739309549332,118.6646053791046
159,7,15,136.43479919433594,106.18141793066668,139.8077780008316,157.7913622185588,142.06643496453762
160,7,16,137.46914672851562,106.18141793066668,150.2798912525177,149.19930922985077,163.8208553791046
161,7,17,143.04986572265625,106.18141793066668,169.7639355659485,142.4121229350567,167.21550488471985
162,7,18,147.59521484375,106.18141793066668,155.03221344947815,136.81507897377014,168.56155288219452
163,7,19,144.9735870361328,106.18141793066668,200.1497223377228,155.95130395889282,157.83009839057922
164,7,20,167.52923583984375,106.18141793066668,199.5886297225952,168.4277946949005,176.5109372138977
165,7,21,164.796875,106.18141793066668,193.2460262775421,185.1292049884796,197.29600977897644
166,7,22,161.18975830078125,106.18141793066668,178.18725681304932,175.11796069145203,177.272021651268
167,7,23,146.0531768798828,106.18141793066668,196.5182852745056,170.151709318161,188.80554389953613
168,8,0,137.98699951171875,92.26443310588331,195.6286692619324,181.8779957294464,176.77078413963318
169,8,1,138.36074829101562,92.26443310588331,187.49106812477112,192.4692416191101,169.48940253257751
170,8,2,134.4847412109375,92.26443310588331,204.23521780967712,203.65007400512692,179.44698107242584
171,8,3,137.02354431152344,92.26443310588331,187.8678133487701,212.1923124790192,174.37901306152344
172,8,4,144.27806091308594,92.26443310588331,198.2251739501953,251.1993625164032,192.5528326034546
173,8,5,167.93911743164062,92.26443310588331,203.7881886959076,197.23090249300003,161.431223154068
174,8,6,179.59588623046875,92.26443310588331,209.0594551563263,221.5176432132721,193.4067599773407
175,8,7,190.4264373779297,92.26443310588331,190.3018889427185,171.8945927619934,150.5384948849678
176,8,8,180.3785858154297,92.26443310588331,124.24376380443572,148.37316024303436,169.8996102809906
177,8,9,164.9998779296875,92.26443310588331,81.8526885509491,92.07762455940248,62.43728458881378
178,8,10,154.35118103027344,92.26443310588331,-10.44423222541809,35.989060163497925,2.12146520614624
179,8,11,130.32766723632812,92.26443310588331,-26.34922182559967,-3.77925705909729,-26.04749703407288
180,8,12,134.14926147460938,92.26443310588331,21.736931562423703,8.198073506355286,2.2470552921295166
181,8,13,113.94486236572266,92.26443310588331,-19.712273836135864,-19.5077406167984,-25.048254370689392
182,8,14,103.49732971191406,92.26443310588331,66.89583683013916,53.91532444953919,48.43913435935974
183,8,15,107.78997802734376,92.26443310588331,95.13704954087734,106.34586489200592,102.59169042110445
184,8,16,127.2672882080078,92.26443310588331,153.92099726200104,181.29610443115237,169.72029674053192
185,8,17,146.98699951171875,92.26443310588331,176.34514486789703,164.26212334632874,195.9120444059372
186,8,18,170.5018768310547,92.26443310588331,174.610715508461,155.00330710411072,177.671058177948
187,8,19,156.78578186035156,92.26443310588331,242.7043130397797,180.95686054229736,236.3959589004517
188,8,20,196.9423370361328,92.26443310588331,231.6707468032837,201.24100828170776,203.65422010421756
189,8,21,187.41722106933597,92.26443310588331,192.36469113826752,179.85052347183228,212.68596529960632
190,8,22,162.08642578125,92.26443310588331,235.31146955490112,172.18505549430847,196.0774314403534
191,8,23,146.193115234375,92.26443310588331,201.89496660232544,158.01811170578003,175.6798436641693
192,9,0,134.48443603515625,88.72331906716666,170.61379981040955,157.1422609090805,156.99889934062958
193,9,1,127.12633514404295,88.72331906716666,158.63986158370972,170.47118020057678,171.25416672229767
194,9,2,129.39622497558594,88.72331906716666,185.76388359069824,197.63609051704407,160.7519121170044
195,9,3,144.9593963623047,88.72331906716666,165.21179258823395,205.49990558624268,171.71329283714294
196,9,4,146.93190002441406,88.72331906716666,190.24441850185397,196.45302319526672,173.56120944023132
197,9,5,169.23483276367188,88.72331906716666,174.34058713912964,184.5383870601654,168.92224621772766
198,9,6,166.66207885742188,88.72331906716666,198.53995180130005,194.812922000885,185.00856232643127
199,9,7,176.1493377685547,88.72331906716666,166.36721962690353,207.16183233261108,197.112479031086
200,9,8,184.10208129882807,88.72331906716666,141.95411264896393,125.67683506011964,139.9052815437317
201,9,9,164.57861328125,88.72331906716666,96.4963001012802,126.31216061115263,109.93559098243712
202,9,10,158.773681640625,88.72331906716666,83.34208106994629,43.89649975299835,68.65328669548035
203,9,11,149.6980438232422,88.72331906716666,4.603996753692627,33.12015986442566,7.472182989120483
204,9,12,130.13172912597656,88.72331906716666,3.1707009077072144,-6.793901920318604,-16.067668080329895
205,9,13,117.32152557373048,88.72331906716666,17.642178654670715,23.89419138431549,18.726766705513
206,9,14,120.0481185913086,88.72331906716666,93.80303871631622,57.08051085472107,55.80490505695343
207,9,15,132.79588317871094,88.72331906716666,107.08091735839844,106.35165762901306,113.19464147090912
208,9,16,131.37892150878906,88.72331906716666,140.6301091611385,121.9909284710884,150.26733082532883
209,9,17,136.12789916992188,88.72331906716666,141.48001098632812,149.75101351737976,162.26940953731537
210,9,18,151.1419677734375,88.72331906716666,168.0726878643036,156.63486659526825,161.62063479423523
211,9,19,156.62539672851562,88.72331906716666,194.9803984165192,150.76570856571198,185.6111152172089
212,9,20,157.7820587158203,88.72331906716666,212.74421215057373,154.66061532497406,154.56144416332245
213,9,21,148.77310180664062,88.72331906716666,195.7745020389557,136.8337062895298,162.7962684929371
214,9,22,133.58035278320312,88.72331906716666,186.9800560474396,123.03717130422592,149.40687942504883
215,9,23,116.59180450439452,88.72331906716666,188.54067707061768,119.78922417759895,122.67801654338837
216,10,0,109.59545135498048,73.654282278,188.55714344978333,147.31315767765045,130.41618502140045
217,10,1,108.80783081054688,73.654282278,160.07590293884277,132.25677955150604,132.16745924949646
218,10,2,98.03744506835938,73.654282278,146.80273389816284,123.5266452729702,132.97209429740906
219,10,3,94.24353790283205,73.654282278,144.30865955352783,107.29874074459076,115.46508690714836
220,10,4,97.45903778076172,73.654282278,145.31081533432007,120.2641054391861,128.48394870758057
221,10,5,96.61698150634766,73.654282278,135.91687202453613,113.71610575914384,101.24202620983124
222,10,6,105.68864440917967,73.654282278,120.50751439481974,138.46314001083374,98.74000591784716
223,10,7,115.4284439086914,73.654282278,129.94137454032898,106.34578037261964,105.6940798163414
224,10,8,116.0134506225586,73.654282278,133.72039127349854,142.32757556438446,143.08143937587738
225,10,9,127.55956268310548,73.654282278,120.3416717350483,81.4022034406662,96.56133183836936
226,10,10,109.56021881103516,73.654282278,129.87391996383667,102.56402099132538,112.97068136930466
227,10,11,104.68080139160156,73.654282278,113.0195084810257,72.28944480419159,84.88903763890266
228,10,12,92.88714599609376,73.654282278,91.45871031284332,87.21334430575371,81.76791670918465
229,10,13,84.33221435546875,73.654282278,89.8686950802803,70.98965936899185,93.50502529740334
230,10,14,91.56757354736328,73.654282278,89.91631805896759,91.27467757463457,73.17593681812286
231,10,15,106.07331085205078,73.654282278,111.44686785340308,95.89929714798927,94.16590678691864
232,10,16,107.846923828125,73.654282278,136.97620725631714,126.36497962474824,118.66176450252532
233,10,17,123.6253662109375,73.654282278,106.04769897460938,149.20052433013916,132.36005461215973
234,10,18,126.16007995605467,73.654282278,134.73198914527893,144.98204839229584,131.53087532520294
235,10,19,137.204833984375,73.654282278,154.02638006210327,149.99433398246765,162.4055358171463
236,10,20,140.33509826660156,73.654282278,162.61779153347015,182.08654510974884,155.13970065116882
237,10,21,148.8166961669922,73.654282278,157.18157029151917,139.04729735851288,168.57217049598694
238,10,22,124.19596099853516,73.654282278,152.67414927482605,138.63102397322655,157.57970345020294
239,10,23,116.61654663085938,73.654282278,178.52266454696655,152.3430938720703,160.98999667167664
240,11,0,114.44145965576172,76.35465082491667,175.77793538570404,144.79434192180634,140.13414549827576
241,11,1,111.31561279296876,76.35465082491667,166.43236374855042,142.63225850462914,157.55579733848572
242,11,2,110.76319885253906,76.35465082491667,144.087632894516,142.70058345794678,125.79498136043549
243,11,3,112.53346252441406,76.35465082491667,158.20402717590332,141.45403915643692,142.90352880954742
244,11,4,112.89382934570312,76.35465082491667,137.87485361099243,158.154545545578,142.3503714799881
245,11,5,125.93566131591795,76.35465082491667,153.55424237251282,140.07049679756165,134.5754325389862
246,11,6,129.58982849121094,76.35465082491667,153.5143147110939,144.66451787948608,133.6669363975525
247,11,7,147.6653594970703,76.35465082491667,166.10648861527443,176.05334651470184,143.0017811357975
248,11,8,150.9459228515625,76.35465082491667,160.79593592882156,112.56102299690248,123.53987234830856
249,11,9,136.23927307128906,76.35465082491667,145.26380860805511,130.78543651103973,104.5647587776184
250,11,10,150.89674377441406,76.35465082491667,142.07096576690674,102.68407785892488,83.22743082046509
251,11,11,144.62747192382812,76.35465082491667,118.0779219865799,103.97638994455338,67.83090496063232
252,11,12,132.23141479492188,76.35465082491667,101.38312709331512,63.652071714401245,34.731555581092834
253,11,13,118.19699096679688,76.35465082491667,118.18762427568436,97.16977590322496,56.54454845190048
254,11,14,111.72356414794922,76.35465082491667,128.37150919437408,105.30508488416672,84.95359972119331
255,11,15,108.95587921142578,76.35465082491667,113.37733387947084,115.9859064221382,107.26752388477324
256,11,16,104.48179626464844,76.35465082491667,124.31756162643433,121.79578185081482,123.78435826301576
257,11,17,99.72953033447266,76.35465082491667,133.0242235660553,123.3785718679428,150.28083086013794
258,11,18,120.7698211669922,76.35465082491667,124.46882152557372,106.84782457351685,141.11184442043304
259,11,19,107.05392456054688,76.35465082491667,128.50798344612122,98.92600899934769,115.2876787185669
260,11,20,94.87248229980467,76.35465082491667,120.74692976474762,87.53410816192627,109.17351937294006
261,11,21,83.53622436523438,76.35465082491667,117.40766608715056,90.35362374782562,109.27451455593108
262,11,22,82.68760681152344,76.35465082491667,108.41707932949066,98.77794659137726,113.02581641077995
263,11,23,64.23037719726562,76.35465082491667,83.87067973613739,87.34942507743835,108.64297807216644
264,12,0,63.63188171386719,52.91160712909283,92.26800990104675,99.93645453453064,102.78302586078644
265,12,1,61.20621109008789,52.91160712909283,96.2130628824234,108.79446041584016,108.54762828350069
266,12,2,65.33158111572266,52.91160712909283,116.27402329444884,96.94098281860352,92.45366996526718
267,12,3,77.68596649169922,52.91160712909283,131.5691795349121,140.88972747325897,113.34128737449646
268,12,4,97.97433471679688,52.91160712909283,143.4066822528839,141.5329150557518,105.332102060318
269,12,5,109.36312103271484,52.91160712909283,157.16957449913025,143.19439673423767,117.31331646442412
270,12,6,122.78350830078124,52.91160712909283,164.06453120708466,163.2243605852127,96.04026018083096
271,12,7,135.5275115966797,52.91160712909283,112.8642565011978,117.05583050847054,143.0224411487579
272,12,8,126.50443267822266,52.91160712909283,79.48459446430206,72.68901324272156,104.70851808786392
273,12,9,119.99380493164062,52.91160712909283,19.306605100631717,-4.122362494468689,4.364242315292358
274,12,10,108.89282989501952,52.91160712909283,-27.717293977737427,-28.121185779571533,-51.56537902355194
275,12,11,95.56643676757812,52.91160712909283,-60.03858280181885,-68.60601699352264,-89.75885117053986
276,12,12,87.81082916259766,52.91160712909283,-78.63700199127197,-48.575393199920654,-73.3469295501709
277,12,13,76.13028717041016,52.91160712909283,-51.371277809143066,-77.09944438934326,-38.220274925231934
278,12,14,74.51476287841797,52.91160712909283,-37.347519874572754,11.400915503501892,-19.935091376304623
279,12,15,69.66716003417969,52.91160712909283,35.06656610965729,34.514863044023514,58.373735427856445
280,12,16,86.43177032470703,52.91160712909283,90.44075763225555,112.73127162456512,80.82587513327599
281,12,17,87.70648956298828,52.91160712909283,150.15877187252045,114.20226120948792,119.59851616621016
282,12,18,124.97906494140624,52.91160712909283,160.3565547466278,122.81707739830016,118.95545041561128
283,12,19,120.74799346923828,52.91160712909283,155.84866547584534,123.95531582832336,135.23409688472748
284,12,20,133.56964111328125,52.91160712909283,162.32841801643372,144.8125901222229,165.98748582601547
285,12,21,133.6702117919922,52.91160712909283,156.0940384864807,154.268798828125,171.59201407432556
286,12,22,123.75680541992188,52.91160712909283,154.2275333404541,146.5249412059784,165.64414930343628
287,12,23,109.81729125976562,52.91160712909283,155.54486203193665,139.15970969200134,154.79658436775208
288,13,0,110.6844711303711,75.70713178958333,160.79571890830994,156.22599720954895,162.77112293243408
289,13,1,119.50447845458984,75.70713178958333,175.70258975028992,187.38678002357483,171.97220957279205
290,13,2,128.9378662109375,75.70713178958333,187.21621298789975,210.9679033756256,153.8794411420822
291,13,3,141.1870574951172,75.70713178958333,206.84018087387085,213.21233129501343,176.01923274993896
292,13,4,154.33035278320312,75.70713178958333,213.91274046897888,221.15139746665955,165.94720458984375
293,13,5,176.1884002685547,75.70713178958333,218.69313979148865,205.3459002971649,182.51488757133484
294,13,6,196.4450225830078,75.70713178958333,206.9445552825928,183.06845378875727,176.36804848909378
295,13,7,195.71766662597656,75.70713178958333,159.89322352409363,171.42778772115707,195.62256789207456
296,13,8,185.7462158203125,75.70713178958333,101.1676414012909,112.5661597251892,81.12609958648682
297,13,9,158.13381958007812,75.70713178958333,50.46308994293213,66.06038069725037,45.841975808143616
298,13,10,142.65106201171875,75.70713178958333,-15.835027813911438,-20.518285751342773,-31.165301084518436
299,13,11,126.5309600830078,75.70713178958333,-65.05552935600281,-38.49863982200623,-63.08869981765747
300,13,12,105.9565200805664,75.70713178958333,13.864254474639893,-34.759719252586365,-24.14145314693451
301,13,13,104.86150360107422,75.70713178958333,2.2958306074142456,-16.30121099948883,-12.903066396713257
302,13,14,95.89449310302734,75.70713178958333,56.39205873012543,33.24739372730255,21.843665957450867
