hour,day,hour_of_day,baseline_load,plotted_target_load,weighted_comm_default,weighted_comm_alpha090_beta010,weighted_comm_alpha055_beta045
80,4,8,133.06640625,72.06773195127501,101.54576551914217,95.52561205625534,80.09211045503616
81,4,9,129.3631591796875,72.06773195127501,118.69830590486526,112.69267678260805,100.89212173223495
82,4,10,132.36001586914062,72.06773195127501,71.44536221027374,94.95811486244202,42.1042794585228
83,4,11,118.10487365722656,72.06773195127501,39.3019517660141,46.84814488887787,34.68011659383774
84,4,12,112.51026153564452,72.06773195127501,56.270772218704224,46.86632239818573,48.69623816013336
85,4,13,115.33204650878906,72.06773195127501,69.8610509634018,80.41335391998291,55.0986133813858
86,4,14,100.7432098388672,72.06773195127501,80.9036925137043,81.92790234088898,58.13193291425705
87,4,15,100.50399780273438,72.06773195127501,91.7713452577591,96.76402825117113,84.41830305755138
88,4,16,99.69992065429688,72.06773195127501,102.75896990299223,112.4799292087555,109.49353075027466
89,4,17,112.04499816894533,72.06773195127501,99.56446707248688,97.39982497692108,107.23102021217346
90,4,18,110.66272735595705,72.06773195127501,85.80121195316315,97.76096951961516,95.4672749042511
91,4,19,97.59103393554688,72.06773195127501,100.07276654243468,93.45159161090852,107.7701052427292
92,4,20,104.64111328125,72.06773195127501,115.09789168834686,109.19693565368652,116.2303785085678
93,4,21,111.19786071777344,72.06773195127501,112.19074273109436,96.0883606672287,110.63775050640106
94,4,22,98.4458465576172,72.06773195127501,74.37397170066833,91.4122393131256,95.57288137078284
95,4,23,76.30047607421875,72.06773195127501,71.97445410490036,79.20827400684357,83.8217040002346
96,5,0,71.22801208496094,71.26784696154166,60.59658646583557,86.3122740983963,88.83698451519012
97,5,1,70.11613464355469,71.26784696154166,74.43281388282776,70.83802223205566,79.367600440979
98,5,2,71.33477020263672,71.26784696154166,78.46219038963318,99.59187006950378,85.50989186763763
99,5,3,73.37039184570312,71.26784696154166,118.94935041666032,111.82907366752625,120.32014882564545
100,5,4,91.22171783447266,71.26784696154166,109.55816233158112,118.90420997142792,101.13902151584624
101,5,5,83.5377197265625,71.26784696154166,140.41040992736816,104.639439702034,114.9710144996643
102,5,6,112.56455993652344,71.26784696154166,164.2659137248993,124.2502590417862,119.27702450752258
103,5,7,147.61074829101562,71.26784696154166,135.72645616531372,80.02783489227295,87.0885639488697
104,5,8,155.68014526367188,71.26784696154166,104.43205165863036,71.04642623662949,88.62803530693054
105,5,9,157.51229858398438,71.26784696154166,38.14546716213226,23.9734308719635,51.61923325061798
106,5,10,148.81741333007812,71.26784696154166,-26.689452171325684,-27.18100953102112,-15.998472929000854
107,5,11,131.74996948242188,71.26784696154166,-64.63208019733429,-38.3511301279068,-63.297608494758606
108,5,12,116.57698822021484,71.26784696154166,-47.94488143920898,-47.13220500946045,-47.30223214626312
109,5,13,117.97815704345705,71.26784696154166,-41.12524712085724,-21.380820989608765,-34.271456718444824
110,5,14,116.2071762084961,71.26784696154166,25.907848000526428,26.97839468717575,20.787957906723022
111,5,15,122.73247528076172,71.26784696154166,73.4171376824379,63.38561511039734,64.5604493021965
112,5,16,113.44190979003906,71.26784696154166,167.32305872440338,129.6039771437645,121.56314451992512
113,5,17,140.5731201171875,71.26784696154166,140.69456374645233,115.55953657627106,133.55420100688934
114,5,18,141.12620544433594,71.26784696154166,155.64923882484436,138.20163834095,144.1798729300499
115,5,19,152.40513610839844,71.26784696154166,158.2536984682083,134.08801817893982,152.47090566158295
116,5,20,159.1253204345703,71.26784696154166,171.74531823396683,138.05221486091614,152.073810338974
117,5,21,168.52789306640625,71.26784696154166,154.00005626678467,152.20992398262024,166.71970200538635
118,5,22,164.10353088378906,71.26784696154166,151.76791620254517,149.47796249389648,146.48792243003845
119,5,23,146.16995239257812,71.26784696154166,143.3382694721222,141.63407146930695,160.77798414230347
120,6,0,140.09205627441406,80.61506569283334,128.0193018913269,145.49239718914032,138.82702326774597
121,6,1,124.40380859375,80.61506569283334,120.86586999893188,138.50395822525024,121.3255101442337
122,6,2,124.66159057617188,80.61506569283334,126.7060455083847,121.80189442634584,140.32498812675476
123,6,3,136.5076141357422,80.61506569283334,131.09656739234924,164.89584362506866,126.32541453838348
124,6,4,138.47299194335938,80.61506569283334,143.53157925605774,149.77104818820953,147.93576765060425
125,6,5,150.6966094970703,80.61506569283334,164.06095218658447,156.58403849601746,168.1244215965271
126,6,6,159.261474609375,80.61506569283334,168.66410541534424,163.40781819820404,160.94262766838074
127,6,7,170.4129638671875,80.61506569283334,124.5893179178238,119.3745528459549,103.21545112133026
128,6,8,154.39340209960938,80.61506569283334,70.07061922550201,66.84076225757599,63.884427547454834
129,6,9,145.48277282714844,80.61506569283334,35.91380023956299,35.048057198524475,56.424320101737976
130,6,10,130.3065185546875,80.61506569283334,7.465801358222961,-1.623637557029724,2.670716404914856
131,6,11,120.92452239990234,80.61506569283334,-8.075165271759033,-14.372277736663818,-14.718153595924376
132,6,12,110.1357192993164,80.61506569283334,-21.75961434841156,-39.29313111305237,-15.8316912651062
133,6,13,105.1845703125,80.61506569283334,3.206003785133362,23.267396450042725,30.47966289520264
134,6,14,90.24720001220705,80.61506569283334,29.872589945793152,36.58334445953369,28.50500202178955
135,6,15,98.96946716308594,80.61506569283334,102.38807320594788,98.92674595117568,92.0596734881401
136,6,16,115.12883758544922,80.61506569283334,110.7993425130844,112.28365874290466,101.1568614691496
137,6,17,106.42400360107422,80.61506569283334,137.4131704568863,105.37243366241456,116.91023933887482
138,6,18,124.93170928955078,80.61506569283334,148.77405333518982,129.1340035200119,122.84137678146362
139,6,19,119.260009765625,80.61506569283334,135.30068290233612,111.67653608322144,123.4133472442627
140,6,20,126.54928588867188,80.61506569283334,161.18515849113464,148.7384054660797,136.55922150611875
141,6,21,128.5144805908203,80.61506569283334,151.31831407546997,132.40880525112152,147.82860469818115
142,6,22,129.22080993652344,80.61506569283334,133.1931233406067,109.9754090309143,120.50927114486694
143,6,23,118.83045959472656,80.61506569283334,99.8731609582901,96.99886906147005,129.1948429942131
144,7,0,115.9022445678711,106.18141793066668,123.83311128616332,93.64823973178864,125.55859363079072
145,7,1,125.12110137939452,106.18141793066668,116.67199063301086,118.88635778427124,120.85205534100533
146,7,2,127.53411102294922,106.18141793066668,129.68816423416138,113.41073954105376,132.17553102970123
147,7,3,136.5028076171875,106.18141793066668,141.78123450279236,140.3446500301361,134.34808713197708
148,7,4,147.218505859375,106.18141793066668,161.3443305492401,144.78250086307526,139.8891260623932
149,7,5,156.97096252441406,106.18141793066668,166.80034232139587,182.02468633651733,164.70150113105774
150,7,6,177.2959442138672,106.18141793066668,183.44819712638852,184.4368047714233,173.19696617126465
151,7,7,180.42800903320312,106.18141793066668,174.25739860534668,168.86419987678528,153.71717870235443
152,7,8,171.3299102783203,106.18141793066668,169.26909410953522,173.54111942648888,139.21356198191643
153,7,9,175.7886962890625,106.18141793066668,151.31771063804626,133.3863605260849,109.62020546197893
154,7,10,169.67584228515625,106.18141793066668,109.64909660816193,122.89056849479675,57.93100106716156
155,7,11,144.403564453125,106.18141793066668,117.3507010936737,103.96664124727248,96.16744101047516
156,7,12,144.1803436279297,106.18141793066668,86.02353203296661,102.6374096274376,56.759588062763214
157,7,13,122.73837280273438,106.18141793066668,106.86886024475098,102.79602932929993,74.0517607331276
158,7,14,122.87659454345705,106.18141793066668,116.0707267522812,126.25442305207253,88.25546124577522
159,7,15,126.83734130859376,106.18141793066668,122.57066643238068,140.1927765607834,113.48454427719116
160,7,16,130.9099884033203,106.18141793066668,148.38434410095215,145.7033132314682,124.97363090515135
161,7,17,138.78680419921875,106.18141793066668,145.44156551361084,125.28082978725432,124.7894732952118
162,7,18,137.86044311523438,106.18141793066668,134.06564831733704,137.89879250526428,144.2877221107483
163,7,19,138.3317108154297,106.18141793066668,154.1749153137207,154.21377563476562,163.55078101158142
164,7,20,158.29373168945312,106.18141793066668,165.8287603855133,156.55759263038635,169.38535451889038
165,7,21,157.04806518554688,106.18141793066668,157.19720840454102,174.21194434165955,174.3912502527237
166,7,22,150.4507598876953,106.18141793066668,120.1044249534607,141.2874482870102,152.10132110118866
167,7,23,133.91758728027344,106.18141793066668,122.02573776245116,136.328794836998,139.65291512012482
168,8,0,126.51142120361328,92.26443310588331,139.78363072872162,138.72811269760132,140.7451252937317
169,8,1,126.49556732177734,92.26443310588331,141.62893795967102,138.995551943779,140.98283088207245
170,8,2,120.96522521972656,92.26443310588331,150.85988461971283,145.2470885515213,114.69759368896484
171,8,3,124.4016571044922,92.26443310588331,129.34954524040222,142.0334017276764,148.11155664920807
172,8,4,129.39404296875,92.26443310588331,169.7976075410843,169.0100908279419,153.39038717746735
173,8,5,152.22190856933594,92.26443310588331,176.97886383533478,149.22836410999298,157.80227184295654
174,8,6,160.75552368164062,92.26443310588331,181.4823397397995,157.55287051200867,162.63500833511353
175,8,7,176.76771545410156,92.26443310588331,164.7235482931137,144.8421914577484,137.17189037799835
176,8,8,176.37611389160156,92.26443310588331,125.85982668399812,92.34834027290344,125.71275293827055
177,8,9,159.2723846435547,92.26443310588331,64.34012973308563,45.525837659835815,65.41860401630402
178,8,10,146.44937133789062,92.26443310588331,-13.757562041282654,-12.257383942604063,11.11992573738098
179,8,11,122.1743621826172,92.26443310588331,-26.99470031261444,-6.390109419822693,-6.569452166557312
180,8,12,124.2889633178711,92.26443310588331,-26.516122698783875,-17.39805042743683,-14.768853783607485
181,8,13,101.61194610595705,92.26443310588331,-30.914783000946045,-16.597570657730103,-27.83440637588501
182,8,14,95.00360870361328,92.26443310588331,15.939590215682983,19.36567449569702,22.91828966140747
183,8,15,98.6813735961914,92.26443310588331,88.4403795003891,94.98495346307756,88.47005724906921
184,8,16,119.05892944335938,92.26443310588331,157.41962504386902,139.9838272333145,120.0801956653595
185,8,17,139.51095581054688,92.26443310588331,167.8598610162735,155.65830969810486,161.82105910778046
186,8,18,158.94619750976562,92.26443310588331,168.0625298023224,134.32789158821106,134.69660890102386
187,8,19,146.8368377685547,92.26443310588331,193.96090698242188,176.2567973136902,202.0916553735733
188,8,20,184.8931427001953,92.26443310588331,185.68770599365237,170.6776943206787,167.3833009004593
189,8,21,177.1492462158203,92.26443310588331,160.71859431266785,156.5334987640381,176.17799162864685
190,8,22,148.86912536621094,92.26443310588331,138.73895198106766,125.204643368721,136.76554465293884
191,8,23,127.8324737548828,92.26443310588331,116.23232507705688,121.00243890285492,126.94917997717856
192,9,0,117.8998031616211,88.72331906716666,125.66247630119324,134.97023010253906,117.29520440101624
193,9,1,115.90023040771484,88.72331906716666,117.76415169239044,136.26296293735504,119.21347641944884
194,9,2,116.58216857910156,88.72331906716666,135.6094160079956,133.0388412475586,137.68368697166443
195,9,3,131.09030151367188,88.72331906716666,135.53413605690002,146.79021739959717,141.2324469089508
196,9,4,136.28707885742188,88.72331906716666,161.70016837120056,172.48872649669647,156.69980788230896
197,9,5,158.2535400390625,88.72331906716666,156.52050924301147,158.9957377910614,136.23933601379397
198,9,6,158.69686889648438,88.72331906716666,174.49426770210266,181.1207610368729,146.86779499053955
199,9,7,170.9776153564453,88.72331906716666,156.697290122509,169.8280649781227,167.82493555545807
200,9,8,182.14817810058597,88.72331906716666,129.06271731853485,121.47628229856493,116.00702381134032
201,9,9,158.1849822998047,88.72331906716666,79.53776979446411,69.7531749010086,64.83646059036255
202,9,10,150.15219116210938,88.72331906716666,36.83160722255707,37.6950626373291,39.8540244102478
203,9,11,139.32772827148438,88.72331906716666,-18.250550508499146,-14.522693634033203,-8.146780490875244
204,9,12,119.65831756591795,88.72331906716666,-28.22545099258423,-21.25364828109741,-8.573840141296387
205,9,13,107.5432357788086,88.72331906716666,-12.785140752792358,4.010701894760132,13.329501509666445
206,9,14,106.88597106933594,88.72331906716666,17.72174310684204,44.44718956947327,48.96841859817505
207,9,15,117.75291442871094,88.72331906716666,93.85996788740158,99.13875496387482,89.28107017278671
208,9,16,122.64376831054688,88.72331906716666,130.59865629673004,120.84397542476654,108.84247094392776
209,9,17,128.00473022460938,88.72331906716666,134.9378080368042,140.89613580703735,114.66351866722108
210,9,18,138.69088745117188,88.72331906716666,135.74041771888733,143.15214788913727,131.74523520469666
211,9,19,143.79087829589844,88.72331906716666,166.2602777481079,154.29507207870483,144.11801958084106
212,9,20,146.17022705078125,88.72331906716666,142.7848765850067,149.68838787078855,133.12315833568573
213,9,21,134.29281616210938,88.72331906716666,144.833594083786,124.3458924293518,133.14452874660492
214,9,22,117.4705810546875,88.72331906716666,105.2209495306015,109.091233253479,99.56228041648863
215,9,23,99.58441162109376,88.72331906716666,92.17694067955016,100.81175518035889,114.36876273155212
216,10,0,91.31221771240234,73.654282278,98.1839644908905,91.87221831083298,111.88308417797089
217,10,1,92.46288299560548,73.654282278,80.7549375295639,85.38609659671783,103.54795092344284
218,10,2,85.76557922363281,73.654282278,98.1331090927124,82.63053977489471,103.55063688755035
219,10,3,84.72184753417969,73.654282278,93.41652643680573,86.24522268772125,95.5514561533928
220,10,4,88.67310333251953,73.654282278,99.37589180469512,80.9349455833435,100.19759941101074
221,10,5,88.35592651367188,73.654282278,123.35941886901855,92.75880241394044,91.35538291931152
222,10,6,98.8689956665039,73.654282278,119.05072069168092,90.53659223020075,108.20742726325987
223,10,7,109.0868148803711,73.654282278,106.66891813278198,98.46293306350708,95.02054372429848
224,10,8,112.10767364501952,73.654282278,115.38596576452257,116.49516543745996,112.2420834004879
225,10,9,122.9140167236328,73.654282278,90.73942935466766,95.51867336034776,78.42395690083504
226,10,10,105.92552185058594,73.654282278,79.63803559541702,77.06320151686668,85.66337868571281
227,10,11,100.73542785644533,73.654282278,73.61959606409073,79.32790321111679,58.17465972900391
228,10,12,90.57058715820312,73.654282278,60.862285912036896,58.33592575788498,68.57748410105705
229,10,13,80.4694595336914,73.654282278,52.67088943719864,65.86516445875168,59.54012835025787
230,10,14,85.57401275634766,73.654282278,50.507046818733215,49.87468427419663,66.89878273010254
231,10,15,98.2364730834961,73.654282278,75.701281696558,101.14476609230042,67.84849479794502
232,10,16,98.91082000732422,73.654282278,107.60516059398653,103.64687031507492,109.89920389652252
233,10,17,115.85187530517578,73.654282278,118.73337841033936,125.21867549419404,117.55469608306883
234,10,18,120.68028259277344,73.654282278,142.17732429504397,122.89969968795776,133.18394994735718
235,10,19,130.3555145263672,73.654282278,138.04314637184143,148.18371844291687,133.24070346355438
236,10,20,131.2916259765625,73.654282278,158.70023810863495,158.9958245754242,146.83014178276062
237,10,21,141.8130340576172,73.654282278,133.5663515329361,120.48030161857604,119.15916073322296
238,10,22,118.25504302978516,73.654282278,123.78832733631134,120.14827966690063,110.97615039348602
239,10,23,108.08516693115234,73.654282278,121.767436504364,95.0393415093422,121.6611911058426
240,11,0,106.47895050048828,76.35465082491667,117.37422263622284,98.15305650234222,107.4777010679245
241,11,1,99.9507827758789,76.35465082491667,100.10070478916168,80.13077569007874,111.61785089969636
242,11,2,101.51009368896484,76.35465082491667,112.04361778497696,104.61277836561204,123.02897799015044
243,11,3,102.0391845703125,76.35465082491667,114.15333795547484,95.9997006058693,131.46144235134125
244,11,4,103.4603042602539,76.35465082491667,123.83380889892578,129.50873577594757,123.72240674495696
245,11,5,114.41944885253906,76.35465082491667,114.74977493286131,110.31350302696228,119.80356234312056
246,11,6,118.32225799560548,76.35465082491667,148.38890087604523,141.36086870357394,138.72882270812988
247,11,7,140.1551513671875,76.35465082491667,158.06391048431396,151.62584710121155,119.06772750616074
248,11,8,145.5976104736328,76.35465082491667,118.91774266958237,119.80060911178587,104.01297575235368
249,11,9,128.8721923828125,76.35465082491667,125.92143857479095,121.81767427921297,91.0134655237198
250,11,10,143.34661865234375,76.35465082491667,96.4892988204956,118.19678485393524,73.85411643981934
251,11,11,134.59384155273438,76.35465082491667,88.42155766487122,100.09844744205476,79.46115723252296
252,11,12,124.5548324584961,76.35465082491667,58.07786250114441,73.81036520004272,48.44655007123947
253,11,13,108.47438049316406,76.35465082491667,66.0430069565773,71.87804788351059,60.43226099014282
254,11,14,102.04811096191406,76.35465082491667,87.0366780757904,86.13816595077515,97.26977223157884
255,11,15,102.44891357421876,76.35465082491667,95.09839129447936,83.05701169371605,85.72038114070892
256,11,16,99.4500732421875,76.35465082491667,92.20297241210938,104.66693592071532,111.75162523984908
257,11,17,95.14286041259766,76.35465082491667,95.42760157585144,105.9199481010437,88.16936910152435
258,11,18,114.6841812133789,76.35465082491667,84.79551243782043,85.10367691516876,95.89823335409164
259,11,19,101.40219116210938,76.35465082491667,76.17675459384918,100.06889164447784,83.42186665534973
260,11,20,90.10725402832033,76.35465082491667,85.76230573654175,76.1020290851593,82.60115683078766
261,11,21,79.78833770751953,76.35465082491667,96.9762645959854,88.61144840717316,65.29389035701752
262,11,22,79.27813720703125,76.35465082491667,58.24534755945206,57.4859631061554,65.02228558063507
263,11,23,61.71767044067383,76.35465082491667,56.09054762125015,63.162559032440186,60.53242909908295
264,12,0,60.77422332763672,52.91160712909283,47.481542497873306,63.11804378032684,60.69908332824707
265,12,1,58.2778205871582,52.91160712909283,68.70591866970062,66.40487575531006,68.06746429204941
266,12,2,61.197975158691406,52.91160712909283,68.08498793840408,57.24006104469299,78.69783434271812
267,12,3,69.07909393310547,52.91160712909283,80.69757056236267,106.59769755601884,102.76231920719148
268,12,4,87.10546112060547,52.91160712909283,98.33300578594208,117.42785054445268,110.2527220249176
269,12,5,96.30377197265624,52.91160712909283,141.74242901802063,99.85030734539032,114.6758702993393
270,12,6,113.35472106933594,52.91160712909283,155.0730118751526,82.87775738537312,118.35401225090028
271,12,7,129.64468383789062,52.91160712909283,126.11110711097716,91.43619540333748,87.80957823991776
272,12,8,123.98245239257812,52.91160712909283,49.08845061063767,63.656659960746765,75.06464684009552
273,12,9,113.89958190917967,52.91160712909283,-44.56917905807495,-1.6401921510696411,-16.718549251556396
274,12,10,93.87891387939452,52.91160712909283,-77.71517312526703,-52.020718574523926,-47.71362090110779
275,12,11,83.63212585449219,52.91160712909283,-85.76517570018768,-75.62218964099884,-92.9264006614685
276,12,12,79.5111083984375,52.91160712909283,-96.99244904518127,-88.88716840744019,-100.78165864944458
277,12,13,70.00300598144531,52.91160712909283,-88.93886607885361,-72.86911606788635,-52.47689437866211
278,12,14,68.70000457763672,52.91160712909283,-52.48319375514984,-37.899637937545776,-60.83611977100372
279,12,15,64.78767395019531,52.91160712909283,15.454064726829529,32.22891163825989,25.438542246818542
280,12,16,81.38075256347656,52.91160712909283,84.34999737143517,88.22644776105881,75.83220398426056
281,12,17,86.80293273925781,52.91160712909283,127.9301872253418,106.82322907447816,115.58639192581175
282,12,18,119.47699737548828,52.91160712909283,129.15666842460632,100.39359760284424,104.17656368017197
283,12,19,117.90432739257812,52.91160712909283,149.65574955940247,127.51272344589232,120.51430773735046
284,12,20,130.470458984375,52.91160712909283,147.0139262676239,120.3462724685669,115.58738172054292
285,12,21,129.90736389160156,52.91160712909283,115.78512930870056,116.66312897205351,115.7790013551712
286,12,22,118.8685073852539,52.91160712909283,96.52790105342864,121.78164684772491,113.08569514751434
287,12,23,101.90462493896484,52.91160712909283,86.57226264476776,117.10260832309724,120.82350659370422
288,13,0,99.56908416748048,75.70713178958333,101.73777294158936,116.17027163505554,114.26417863368988
289,13,1,107.72490692138672,75.70713178958333,119.78255438804626,128.49593949317932,113.2043342590332
290,13,2,113.90676879882812,75.70713178958333,138.8065276145935,130.05266857147217,116.64921712875366
291,13,3,124.07266235351562,75.70713178958333,132.0490460395813,138.56160140037537,118.13591182231904
292,13,4,128.05972290039062,75.70713178958333,167.31129491329193,160.3714051246643,148.71350979804993
293,13,5,151.0186004638672,75.70713178958333,183.02450299263,171.51500856876373,156.1385442018509
294,13,6,174.6798858642578,75.70713178958333,183.5187358856201,162.09051072597504,169.6967981308699
295,13,7,179.92221069335938,75.70713178958333,139.0840255022049,140.00956165790558,147.82978117465973
296,13,8,174.3740234375,75.70713178958333,75.81442213058472,78.04202973842621,100.786483168602
297,13,9,149.6291046142578,75.70713178958333,19.40807247161865,15.604185342788696,46.10416162014008
298,13,10,132.44110107421875,75.70713178958333,-37.57025635242462,-20.549325823783875,-24.95217800140381
299,13,11,113.76128387451172,75.70713178958333,-70.01414346694946,-54.99003481864929,-62.39380931854248
300,13,12,98.5350112915039,75.70713178958333,-29.770769357681274,-33.405845284461975,-26.281514883041385
301,13,13,98.61871337890624,75.70713178958333,-38.239309906959534,-15.31913959980011,-3.8851120471954346
