building_idx,cluster,bes_capacity_kwh,hvac_total_kw,pv_sizing_nominal_power_kw,pv_roof_area_m2,has_dhw_storage,has_cooling_storage,has_heating_storage,nsl_mean,nsl_std,nsl_max,nsl_sum,cooling_mean,cooling_std,cooling_max,cooling_sum,heating_mean,heating_std,heating_max,heating_sum,dhw_mean,dhw_std,dhw_max,dhw_sum,solar_mean,solar_std,solar_max,solar_sum,occupants_mean,occupants_std,occupants_max,occupants_sum,indoor_temp_mean,indoor_temp_std,indoor_temp_max,indoor_temp_sum,comfort_upper_excess_mean,comfort_lower_excess_mean
10,1,32.400000000000006,20.293481826782227,12.8,226.01841387894368,0.0,0.0,0.0,0.8264309466532257,0.7694064090434264,4.9522777,614.86462431,0.0,0.0,0.0,0.0,8.487937245645162,3.5347087849469636,19.10276,6315.02531076,0.3619282651747312,0.893228368596969,7.1566424,269.27462929,0.0,0.0,0.0,0.0,1.575268817204301,0.5840452026213833,2.0,1172.0,21.05070312903226,0.23878133263039386,22.0,15661.723128000001,0.00025628763440859516,0.00018039381720430454
11,1,25.0,7.688749624416232,8.7,285.8468129046808,0.0,0.0,0.0,0.8709899392204301,0.6823404936535398,4.970331,648.01651478,0.0006734996370967741,0.013092964611395022,0.28471616,0.50108373,4.382172941236559,1.6794334123213726,8.944626,3260.3366682799997,0.6587281636693549,1.7640156127557678,16.203817,490.09375377000003,0.0,0.0,0.0,0.0,1.5403225806451613,0.6165180610473965,2.0,1146.0,21.42842907930108,0.48866404539953595,22.0,15942.751235000002,0.00016839112903225273,0.0005338669354838641
12,2,16.200000000000003,12.765929035842419,8.12,168.215450954481,0.0,0.0,0.0,0.9180122362634409,0.8261823193121572,7.00464,683.00110378,0.004082759715053764,0.06157075029855674,1.3296663,3.037573228,3.995811995201613,2.0982657238551874,12.36054,2972.88412443,0.38387368691263446,0.9709340818210438,9.319298,285.60202306300005,0.0,0.0,0.0,0.0,1.3776881720430108,0.6316789622628537,2.0,1025.0,18.96051291263441,0.8445207468574126,22.213167,14106.621607000001,0.001310086021505318,0.001545372311828135
13,0,13.5,12.05913708359003,6.12,235.3666019529799,0.0,0.0,0.0,0.41097248662634406,0.44652026638817105,3.8940673,305.76353005,0.006811253360215054,0.11253740998485548,2.1165605,5.0675725,5.01493613001344,2.2375885229632297,13.540619,3731.1124807299993,0.14527598674193548,0.4208879481957318,4.38331,108.085334136,0.0,0.0,0.0,0.0,0.907258064516129,0.2900704550390758,1.0,675.0,19.655551581989247,1.0514921886851742,22.209631,14623.730377,0.001383811827956917,0.0027853077956986982
14,1,21.0,16.3624897133559,12.68,226.01841387894368,0.0,0.0,0.0,1.0030584773521507,1.0617338448254912,9.729535,746.2755071500001,9.704793010752688e-05,0.0026453350351986573,0.07220366,0.07220366,8.492016696962366,3.8542006340081696,20.020363,6318.06042254,0.6918130054247311,2.0133790555580964,22.824574,514.708876036,0.0,0.0,0.0,0.0,1.364247311827957,0.8134363739935561,2.0,1015.0,17.25586943817204,0.20547032418934513,18.88889,12838.366861999999,0.00018961021505374317,0.00014340322580644059
15,1,14.4,16.462326049804688,10.08,168.21545095448104,0.0,0.0,0.0,0.5142959921908602,0.6955455236356572,5.947416,382.63621819,0.0,0.0,0.0,0.0,7.6218738190457,3.5742513139897167,18.367256,5670.674121370001,0.25073388616801073,0.5655258824475127,5.094123,186.546011309,0.0,0.0,0.0,0.0,2.2096774193548385,0.8914847487377728,3.0,1644.0,19.24458960887097,0.9197187109745376,22.182318,14317.974669000001,0.000991491935483868,0.0018473172043010873
16,1,16.0,16.184263229370117,11.52,171.43538240220386,0.0,0.0,0.0,1.009137068454301,0.9417751963272201,5.714178,750.79797893,0.0,0.0,0.0,0.0,8.973333345698924,3.8151043579259665,20.039948,6676.1600092,0.37964374276344093,0.9260843443871264,8.150743,282.45494461600003,0.0,0.0,0.0,0.0,1.5524193548387097,0.5842415876533181,2.0,1155.0,17.428450216397845,0.5352981103820933,19.397617,12966.766960999998,0.0003720833333333195,0.0005038723118279597
17,2,22.169999999999998,12.63716285303235,11.2,127.96630785793164,0.0,0.0,0.0,1.4188918972580644,0.7399205996914078,3.7263503,1055.65557156,0.00331186002688172,0.05014778372054048,1.1738334,2.4640238599999997,4.157492948736559,2.2428023875579735,11.381976,3093.1747538600002,0.6868986268561829,1.6613744174508416,16.8249,511.05257838100005,0.0,0.0,0.0,0.0,1.7204301075268817,0.5435959797506451,2.0,1280.0,17.265358979838705,0.35865832893658206,20.999973,12845.427080999998,0.00017849865591396775,0.0002193010752688142
18,2,35.0,18.77275848388672,12.78,285.8468129046808,0.0,0.0,0.0,1.0250459496370967,1.2047650410209612,12.712824,762.63418653,0.0,0.0,0.0,0.0,9.220152837634409,3.1465657279440182,19.577307,6859.7937112,0.2617648373790323,0.8323523115719035,8.924734,194.75303901,0.0,0.0,0.0,0.0,0.7002688172043011,0.45814015416201,1.0,521.0,20.444686322580644,0.8688389467228639,22.759428,15210.846624,0.0024397352150537705,0.003977475806451593
19,2,31.5,9.785736599937081,8.16,91.92384939469892,0.0,0.0,0.0,0.732401427513441,0.8597640924658153,10.164909,544.90666207,0.00048315787903225807,0.013005138589498134,0.35494882,0.359469462,4.937917682284946,2.0261663310401716,11.033802,3673.8107556200002,0.4262783061021505,1.6413533016512383,27.516733,317.15105974,0.0,0.0,0.0,0.0,0.8723118279569892,0.33374226996789796,1.0,649.0,19.85793213172043,0.6560533507511738,21.666666,14774.301506,0.002525741935483887,0.004456555107526811
20,3,14.4,9.568697929382324,7.7,116.83058590000027,0.0,0.0,0.0,0.523962636438172,0.6021759953658198,9.063698,389.82820151,0.0,0.0,0.0,0.0,5.04269947922043,2.1801077649739096,11.737886,3751.76841254,0.24486665157258064,1.0138342810779373,15.872615,182.18078877,0.0,0.0,0.0,0.0,0.9193548387096774,0.27228940348603436,1.0,684.0,19.637479201612905,1.3781698132455018,22.196703,14610.284526000001,0.0012732701612902621,0.002408934139784941
21,2,15.0,12.051277544349432,12.43,126.71988278139312,0.0,0.0,0.0,1.0848718270833333,1.2027529973739421,10.355766,807.14463935,0.001305180443548387,0.018618020425395777,0.3299599,0.9710542499999999,4.409110876182796,2.0342881015207954,12.2261,3280.37849188,0.6090211136962366,1.2810479487952369,20.09928,453.11170859000003,0.0,0.0,0.0,0.0,1.9153225806451613,1.0885926858686281,3.0,1425.0,20.743406541666666,1.6138415878885772,23.035807,15433.094466999999,0.0038460739247312917,0.004341258064516095
22,3,10.5,6.665462017059326,6.4,205.45240500449012,0.0,0.0,0.0,0.5438324113575269,0.6689049959302629,7.4630237,404.61131405000003,0.0,0.0,0.0,0.0,4.07869838094086,1.5630179731803577,8.238319,3034.55159542,0.18208460384408603,0.39734297511287975,2.9171696,135.47094526,0.0,0.0,0.0,0.0,1.3776881720430108,0.8237646531859655,2.0,1025.0,22.164009147849463,0.7940092050885286,24.444433,16490.022806,0.0005742553763440863,0.0018187553763441481
23,0,16.0,8.300153299234807,6.12,126.71988278139312,0.0,0.0,0.0,0.5016867875,0.615001611206445,5.677352,373.2549699,0.0005016235215053764,0.009771393013619437,0.2147318,0.37320790000000004,3.420126489301075,1.500840480392655,8.545133,2544.57410804,0.3827237933333334,1.2071283618440207,14.539411,284.74650224000004,0.0,0.0,0.0,0.0,1.564516129032258,0.5690295759817805,2.0,1164.0,17.41905112768817,0.3252854838999051,18.879488,12959.774039,0.00045668413978491894,0.0004175685483870862
24,3,24.0,11.169410891830921,7.26,126.71988278139312,0.0,0.0,0.0,0.4956880852419354,0.8926083224017277,14.505592,368.79193541999996,0.0030081719892473117,0.039628295200857304,0.7933207,2.23807996,3.915068614301075,2.0200752042961017,10.612421,2912.81104904,0.33255214370967745,0.8681424457191012,8.185262,247.41879492,0.0,0.0,0.0,0.0,1.2352150537634408,0.7758427308412387,2.0,919.0,20.905137461021507,1.499854610555119,26.108877,15553.422271000001,0.004152118279569895,0.00669078629032255
