cooling demand,cooling electricity consumption,heating electricity consumption,dhw demand,dhw electricity consumption,dhw storage electricity consumption,positive dhw storage electricity consumption,negative dhw storage electricity consumption,electrical storage electricity consumption,positive electrical storage electricity consumption,negative electrical storage electricity consumption,energy from cooling device,energy from dhw device,energy from dhw device to dhw storage,energy from dhw storage,energy from electrical storage,energy from heating device,energy to electrical storage,energy to non shiftable load,net electricity consumption,positive net electricity consumption,negative net electricity consumption,net electricity consumption without storage,net electricity consumption without storage and pv,net electricity consumption without storage and partial load,net electricity consumption without storage and partial load and pv,non shiftable load,solar generation
63.84916,22.025589,0.077937774,4.6605997,4.9208307,0.0,0.0,0.0,0.0,0.0,0.0,63.84916,0.0,0.0,0.0,0.0,0.41525978,0.0,21.523382,-61.02294,0.0,-61.02294,-61.022938,48.54774,-61.022938,48.54774,21.523382,-109.57068
73.67778,27.352966,0.0,7.7135,8.103956,0.0,0.0,0.0,0.0,0.0,0.0,73.67778,0.0,0.0,0.0,0.0,0.0,0.0,21.366655,-95.11265,0.0,-95.11265,-95.11263,56.82358,-95.11263,56.82358,21.366655,-151.9362
76.693855,28.915117,0.0,5.0604773,5.374433,0.0,0.0,0.0,0.0,0.0,0.0,76.693855,0.0,0.0,0.0,0.0,0.0,0.0,33.299828,-99.54213,0.0,-99.54213,-99.54214,67.58938,-99.54214,67.58938,33.299828,-167.13152
88.5699,34.98675,0.0,5.1514564,5.3740892,0.0,0.0,0.0,0.0,0.0,0.0,88.5699,0.0,0.0,0.0,0.0,0.0,0.0,35.257435,-92.10482,0.0,-92.10482,-92.10482,75.61827,-92.10482,75.61827,35.257435,-167.7231
101.42123,41.20884,0.0,8.827293,9.297377,0.0,0.0,0.0,0.0,0.0,0.0,101.42123,0.0,0.0,0.0,0.0,0.0,0.0,22.666527,-87.5979,0.0,-87.5979,-87.5979,73.172745,-87.5979,73.172745,22.666527,-160.77063
0.0,0.0,0.0,4.8430247,5.122364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.296679,-119.59087,0.0,-119.59087,-119.59088,25.419044,-71.943054,73.06687,20.296679,-145.00992
39.34749,15.977525,0.89055103,4.0594053,4.286849,0.0,0.0,0.0,0.0,0.0,0.0,39.34749,0.0,0.0,0.0,0.0,6.621517,0.0,20.648842,-73.046715,0.0,-73.046715,-73.046715,41.803764,-39.330418,75.520065,20.648842,-114.85048
70.383316,27.818218,0.23472866,7.4445744,7.870545,0.0,0.0,0.0,0.0,0.0,0.0,70.383316,0.0,0.0,0.0,0.0,1.5814886,0.0,20.869375,-22.72704,0.0,-22.72704,-22.727041,56.792862,-7.960637,71.559265,20.869375,-79.5199
89.12996,32.82582,0.0,5.253955,5.6606646,0.0,0.0,0.0,0.0,0.0,0.0,89.12996,0.0,0.0,0.0,0.0,0.0,0.0,24.447247,26.687384,26.687384,0.0,26.687387,62.933727,38.82068,75.06703,24.447247,-36.246346
98.42167,35.740158,0.53162044,10.874039,11.573315,0.0,0.0,0.0,0.0,0.0,0.0,98.42167,0.0,0.0,0.0,0.0,2.8348014,0.0,33.41569,79.50635,79.50635,0.0,79.50634,81.26079,84.02642,85.78087,33.41569,-1.7544425
93.48092,31.144241,0.0,7.355999,7.8231034,0.0,0.0,0.0,0.0,0.0,0.0,93.48092,0.0,0.0,0.0,0.0,0.0,0.0,28.114895,67.08224,67.08224,0.0,67.08224,67.08224,67.41494,67.41494,28.114895,0.0
72.34476,21.04284,0.063837476,6.9726243,7.3667984,0.0,0.0,0.0,0.0,0.0,0.0,72.34476,0.0,0.0,0.0,0.0,0.27125454,0.0,25.072956,53.54643,53.54643,0.0,53.546432,53.546432,60.0506,60.0506,25.072956,0.0
44.266838,12.34118,0.3669633,7.1886463,7.7174454,0.0,0.0,0.0,0.0,0.0,0.0,44.266838,0.0,0.0,0.0,0.0,1.4232237,0.0,17.90234,38.32793,38.32793,0.0,38.32793,38.32793,47.656734,47.656734,17.90234,0.0
57.752167,14.862506,0.18396379,1.8819385,1.9807107,0.0,0.0,0.0,0.0,0.0,0.0,57.752167,0.0,0.0,0.0,0.0,0.67310363,0.0,12.450739,29.477917,29.477917,0.0,29.47792,29.47792,30.982038,30.982038,12.450739,0.0
47.02321,12.228635,0.08481717,0.34667903,0.36605868,0.0,0.0,0.0,0.0,0.0,0.0,47.02321,0.0,0.0,0.0,0.0,0.30104393,0.0,11.368293,24.047804,24.047804,0.0,24.047802,24.047802,25.754026,25.754026,11.368293,0.0
36.85664,9.213348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.85664,0.0,0.0,0.0,0.0,0.0,0.0,11.06381,20.277159,20.277159,0.0,20.277159,20.277159,24.781036,24.781036,11.06381,0.0
24.634361,6.716784,0.0,0.36843637,0.38922718,0.0,0.0,0.0,0.0,0.0,0.0,24.634361,0.0,0.0,0.0,0.0,0.0,0.0,11.014369,18.120378,18.120378,0.0,18.120378,18.120378,24.12952,24.12952,11.014369,0.0
28.528816,6.975731,0.0,0.5321592,0.55889505,0.0,0.0,0.0,0.0,0.0,0.0,28.528816,0.0,0.0,0.0,0.0,0.0,0.0,10.966272,18.5009,18.5009,0.0,18.500898,18.500898,22.15721,22.15721,10.966272,0.0
31.759823,7.750828,0.0,0.17731094,0.19003524,0.0,0.0,0.0,0.0,0.0,0.0,31.759823,0.0,0.0,0.0,0.0,0.0,0.0,11.117822,19.05869,19.05869,0.0,19.058685,19.058685,19.749144,19.749144,11.117822,0.0
22.236094,4.8405275,0.0,0.23350243,0.24520452,0.0,0.0,0.0,0.0,0.0,0.0,22.236094,0.0,0.0,0.0,0.0,0.0,0.0,13.223847,18.309578,18.309578,0.0,18.309578,18.309578,21.346966,21.346966,13.223847,0.0
15.939493,4.2560477,0.0,3.4807084,3.6952755,0.0,0.0,0.0,0.0,0.0,0.0,15.939493,0.0,0.0,0.0,0.0,0.0,0.0,13.997807,16.846392,16.846392,0.0,16.846392,21.949127,20.82896,25.931698,13.997807,-5.102738
22.63866,6.0630198,0.0,3.9685366,4.153396,0.0,0.0,0.0,0.0,0.0,0.0,22.63866,0.0,0.0,0.0,0.0,0.0,0.0,20.70457,6.936058,6.936058,0.0,6.936057,30.92099,11.720637,35.70557,20.70457,-23.984932
32.898903,8.890159,0.0,7.404841,7.8669004,0.0,0.0,0.0,0.0,0.0,0.0,32.898903,0.0,0.0,0.0,0.0,0.0,0.0,22.369537,-21.105183,0.0,-21.105183,-21.105183,39.1266,-15.420078,44.811703,22.369537,-60.231777
42.823242,13.737944,0.0,5.4832845,5.759009,0.0,0.0,0.0,0.0,0.0,0.0,42.823242,0.0,0.0,0.0,0.0,0.0,0.0,30.989187,-46.450855,0.0,-46.450855,-46.45085,50.486137,-35.057785,61.879204,30.989187,-96.93699
59.758175,20.662207,0.0,2.9569013,3.1330822,0.0,0.0,0.0,0.0,0.0,0.0,59.758175,0.0,0.0,0.0,0.0,0.0,0.0,26.72593,-81.01713,0.0,-81.01713,-81.01712,50.52122,-72.96901,58.569332,26.72593,-131.53835
72.84853,25.812778,0.0,6.0112066,6.383363,0.0,0.0,0.0,0.0,0.0,0.0,72.84853,0.0,0.0,0.0,0.0,0.0,0.0,24.743118,-94.26805,0.0,-94.26805,-94.26805,56.93926,-90.31024,60.897064,24.743118,-151.20732
70.0346,28.136868,0.0,4.180376,4.406486,0.0,0.0,0.0,0.0,0.0,0.0,70.0346,0.0,0.0,0.0,0.0,0.0,0.0,29.460165,-98.97444,0.0,-98.97444,-98.97444,62.00352,-85.989265,74.98869,29.460165,-160.97797
83.87545,33.646317,0.0,5.1021075,5.3252926,0.0,0.0,0.0,0.0,0.0,0.0,83.87545,0.0,0.0,0.0,0.0,0.0,0.0,19.599705,-106.3666,0.0,-106.3666,-106.3666,58.571312,-95.020164,69.91775,19.599705,-164.93791
76.5825,32.22845,0.0,1.7753794,1.8953239,0.0,0.0,0.0,0.0,0.0,0.0,76.5825,0.0,0.0,0.0,0.0,0.0,0.0,24.587065,-98.02568,0.0,-98.02568,-98.025696,58.71084,-74.46759,82.268936,24.587065,-156.73654
97.60143,41.196903,0.0,2.2001977,2.3560083,0.0,0.0,0.0,0.0,0.0,0.0,97.60143,0.0,0.0,0.0,0.0,0.0,0.0,25.855444,-71.197174,0.0,-71.197174,-71.19717,69.408356,-49.841915,90.7636,25.855444,-140.60553
111.67587,45.364796,0.0,3.077007,3.2569938,0.0,0.0,0.0,0.0,0.0,0.0,111.67587,0.0,0.0,0.0,0.0,0.0,0.0,21.377142,-43.605225,0.0,-43.605225,-43.60523,69.99893,-30.935188,82.66896,21.377142,-113.604164
113.55755,44.694637,0.0,4.385597,4.6137385,0.0,0.0,0.0,0.0,0.0,0.0,113.55755,0.0,0.0,0.0,0.0,0.0,0.0,27.699413,-2.4044552,0.0,-2.4044552,-2.4044557,77.00779,6.7436404,86.15588,27.699413,-79.41225
110.00479,41.77609,0.0,8.873247,9.34331,0.0,0.0,0.0,0.0,0.0,0.0,110.00479,0.0,0.0,0.0,0.0,0.0,0.0,22.229046,36.411236,36.411236,0.0,36.41124,73.34845,42.74201,79.679214,22.229046,-36.937202
100.51336,36.24803,0.0,5.302533,5.5668983,0.0,0.0,0.0,0.0,0.0,0.0,100.51336,0.0,0.0,0.0,0.0,0.0,0.0,24.297003,62.40303,62.40303,0.0,62.40303,66.11193,64.36703,68.07592,24.297003,-3.7088964
99.42876,34.595764,0.0,6.577589,7.0022836,0.0,0.0,0.0,0.0,0.0,0.0,99.42876,0.0,0.0,0.0,0.0,0.0,0.0,26.960304,68.55836,68.55836,0.0,68.55836,68.55836,66.98949,66.98949,26.960304,0.0
92.01694,29.42381,0.19920681,10.886503,11.370153,0.0,0.0,0.0,0.0,0.0,0.0,92.01694,0.0,0.0,0.0,0.0,0.9678897,0.0,32.66262,73.65579,73.65579,0.0,73.65579,73.65579,73.29372,73.29372,32.66262,0.0
47.23973,13.535258,0.0,5.823559,6.135663,0.0,0.0,0.0,0.0,0.0,0.0,47.23973,0.0,0.0,0.0,0.0,0.0,0.0,20.0616,39.73252,39.73252,0.0,39.73252,39.73252,48.867077,48.867077,20.0616,0.0
49.711502,13.604806,0.0,1.5923566,1.6597588,0.0,0.0,0.0,0.0,0.0,0.0,49.711502,0.0,0.0,0.0,0.0,0.0,0.0,14.955433,30.22,30.22,0.0,30.219997,30.219997,33.711895,33.711895,14.955433,0.0
46.230103,12.157717,0.3007537,1.3346697,1.3909109,0.0,0.0,0.0,0.0,0.0,0.0,46.230103,0.0,0.0,0.0,0.0,1.1457317,0.0,11.399154,25.248533,25.248533,0.0,25.248533,25.248533,26.439491,26.439491,11.399154,0.0
36.869373,9.525086,0.0,0.8132259,0.8896642,0.0,0.0,0.0,0.0,0.0,0.0,36.869373,0.0,0.0,0.0,0.0,0.0,0.0,11.092272,21.507023,21.507023,0.0,21.507023,21.507023,25.363401,25.363401,11.092272,0.0
29.875505,7.5002403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.875505,0.0,0.0,0.0,0.0,0.0,0.0,11.073642,18.573883,18.573883,0.0,18.573881,18.573881,22.268454,22.268454,11.073642,0.0
33.103268,7.697715,0.0,0.5869763,0.5967127,0.0,0.0,0.0,0.0,0.0,0.0,33.103268,0.0,0.0,0.0,0.0,0.0,0.0,11.028614,19.32304,19.32304,0.0,19.32304,19.32304,21.133123,21.133123,11.028614,0.0
13.523915,3.2817225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.523915,0.0,0.0,0.0,0.0,0.0,0.0,11.354614,14.636336,14.636336,0.0,14.636337,14.636337,19.890038,19.890038,11.354614,0.0
21.303982,5.043618,0.0,2.7480385,2.9361029,0.0,0.0,0.0,0.0,0.0,0.0,21.303982,0.0,0.0,0.0,0.0,0.0,0.0,11.516446,19.496168,19.496168,0.0,19.496168,19.496168,23.417953,23.417953,11.516446,0.0
29.8449,7.399808,1.0007545,0.7970286,0.8370873,0.0,0.0,0.0,0.0,0.0,0.0,29.8449,0.0,0.0,0.0,0.0,3.2606723,0.0,14.43237,18.811462,18.811462,0.0,18.81146,23.67002,19.523355,24.38191,14.43237,-4.858557
29.179998,7.778187,0.7890132,2.7389307,2.908141,0.0,0.0,0.0,0.0,0.0,0.0,29.179998,0.0,0.0,0.0,0.0,3.045767,0.0,18.455114,8.747143,8.747143,0.0,8.747142,29.930454,10.597975,31.78129,18.455114,-21.183313
33.693253,8.934363,2.7463465,9.530442,10.06713,0.0,0.0,0.0,0.0,0.0,0.0,33.693253,0.0,0.0,0.0,0.0,10.997481,0.0,26.336569,5.4653063,5.4653063,0.0,5.4653068,48.084404,10.193012,52.81211,26.336569,-42.6191
30.11703,8.697241,0.4654519,11.050036,11.654828,0.0,0.0,0.0,0.0,0.0,0.0,30.11703,0.0,0.0,0.0,0.0,1.8522007,0.0,31.924511,-24.738493,0.0,-24.738493,-24.738493,52.74203,-13.298136,64.18239,31.924511,-77.48053
51.035576,17.023117,0.0,6.7448034,7.1653357,0.0,0.0,0.0,0.0,0.0,0.0,51.035576,0.0,0.0,0.0,0.0,0.0,0.0,24.078512,-68.659836,0.0,-68.659836,-68.659836,48.266968,-60.437992,56.488808,24.078512,-116.9268
57.051952,21.312214,0.0,5.186183,5.5025406,0.0,0.0,0.0,0.0,0.0,0.0,57.051952,0.0,0.0,0.0,0.0,0.0,0.0,24.988434,-83.81749,0.0,-83.81749,-83.81748,51.80319,-74.86162,60.75906,24.988434,-135.62067
74.133316,28.988283,0.0,5.7690744,6.10404,0.0,0.0,0.0,0.0,0.0,0.0,74.133316,0.0,0.0,0.0,0.0,0.0,0.0,20.73953,-90.014984,0.0,-90.014984,-90.014984,55.831856,-84.40936,61.437485,20.73953,-145.84685
74.572556,29.878826,0.0,7.3180504,7.70964,0.0,0.0,0.0,0.0,0.0,0.0,74.572556,0.0,0.0,0.0,0.0,0.0,0.0,25.654247,-95.19593,0.0,-95.19593,-95.19593,63.242714,-78.56347,79.875175,25.654247,-158.43863
94.6159,37.43886,0.0,6.237441,6.633217,0.0,0.0,0.0,0.0,0.0,0.0,94.6159,0.0,0.0,0.0,0.0,0.0,0.0,22.647537,-83.25705,0.0,-83.25705,-83.25705,66.71962,-71.74671,78.22994,22.647537,-149.97665
94.59608,37.294975,0.0,3.5773878,3.7202632,0.0,0.0,0.0,0.0,0.0,0.0,94.59608,0.0,0.0,0.0,0.0,0.0,0.0,22.231598,-55.83001,0.0,-55.83001,-55.830006,63.246838,-46.759544,72.3173,22.231598,-119.07684
99.18004,38.516483,0.0,3.379564,3.5762231,0.0,0.0,0.0,0.0,0.0,0.0,99.18004,0.0,0.0,0.0,0.0,0.0,0.0,20.966562,-38.52427,0.0,-38.52427,-38.52427,63.05927,-30.424643,71.1589,20.966562,-101.583534
100.90695,37.61184,0.0,7.8679004,8.374174,0.0,0.0,0.0,0.0,0.0,0.0,100.90695,0.0,0.0,0.0,0.0,0.0,0.0,20.437962,6.614961,6.614961,0.0,6.6149607,66.42397,13.378245,73.18726,20.437962,-59.809013
96.52108,35.06864,0.0,11.92815,12.711285,0.0,0.0,0.0,0.0,0.0,0.0,96.52108,0.0,0.0,0.0,0.0,0.0,0.0,20.944748,48.83436,48.83436,0.0,48.83436,68.72466,54.143303,74.03362,20.944748,-19.890308
89.70864,31.630396,0.0,5.924683,6.244917,0.0,0.0,0.0,0.0,0.0,0.0,89.70864,0.0,0.0,0.0,0.0,0.0,0.0,22.908388,59.417248,59.417248,0.0,59.417248,60.7837,63.223034,64.589485,22.908388,-1.3664533
70.84893,24.079952,0.0,3.7040684,3.9149647,0.0,0.0,0.0,0.0,0.0,0.0,70.84893,0.0,0.0,0.0,0.0,0.0,0.0,25.84246,53.837376,53.837376,0.0,53.837376,53.837376,66.04397,66.04397,25.84246,0.0
68.258,23.481667,0.0,5.432987,5.7794905,0.0,0.0,0.0,0.0,0.0,0.0,68.258,0.0,0.0,0.0,0.0,0.0,0.0,20.954002,50.215157,50.215157,0.0,50.21516,50.21516,59.442062,59.442062,20.954002,0.0
70.52567,22.66173,0.13207908,6.6911373,7.0408196,0.0,0.0,0.0,0.0,0.0,0.0,70.52567,0.0,0.0,0.0,0.0,0.64173496,0.0,16.245548,46.080177,46.080177,0.0,46.080173,46.080173,50.734417,50.734417,16.245548,0.0
73.4247,19.588627,0.073558934,1.4184256,1.4956554,0.0,0.0,0.0,0.0,0.0,0.0,73.4247,0.0,0.0,0.0,0.0,0.28581995,0.0,12.452189,33.610035,33.610035,0.0,33.61003,33.61003,29.498035,29.498035,12.452189,0.0
67.419205,14.49132,0.0,1.7768737,1.8935297,0.0,0.0,0.0,0.0,0.0,0.0,67.419205,0.0,0.0,0.0,0.0,0.0,0.0,11.3993435,27.784187,27.784187,0.0,27.784191,27.784191,23.681894,23.681894,11.3993435,0.0
51.730427,10.579308,0.12535186,0.58999926,0.6189041,0.0,0.0,0.0,0.0,0.0,0.0,51.730427,0.0,0.0,0.0,0.0,0.36771658,0.0,11.098626,22.422188,22.422188,0.0,22.42219,22.42219,20.223244,20.223244,11.098626,0.0
26.820118,5.3039546,0.25643677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.820118,0.0,0.0,0.0,0.0,0.7522509,0.0,11.020219,16.580608,16.580608,0.0,16.580608,16.580608,20.271246,20.271246,11.020219,0.0
20.666529,4.1674743,0.3029569,0.78376466,0.8330971,0.0,0.0,0.0,0.0,0.0,0.0,20.666529,0.0,0.0,0.0,0.0,0.898016,0.0,10.982439,16.285969,16.285969,0.0,16.285967,16.285967,20.292637,20.292637,10.982439,0.0
14.450165,3.2553685,0.6620601,0.392206,0.4056871,0.0,0.0,0.0,0.0,0.0,0.0,14.450165,0.0,0.0,0.0,0.0,2.2859917,0.0,18.520508,22.843624,22.843624,0.0,22.843624,22.843624,25.607098,25.607098,18.520508,0.0
17.697474,3.4338412,0.082285486,8.638873,9.005962,0.0,0.0,0.0,0.0,0.0,0.0,17.697474,0.0,0.0,0.0,0.0,0.25019133,0.0,12.534072,25.056164,25.056164,0.0,25.056162,25.056162,28.481752,28.481752,12.534072,0.0
7.5119247,1.4454134,0.5294194,6.0657787,6.4575977,0.0,0.0,0.0,0.0,0.0,0.0,7.5119247,0.0,0.0,0.0,0.0,1.6576815,0.0,14.216756,19.552597,19.552597,0.0,19.552597,22.649185,23.52597,26.62256,14.216756,-3.0965886
14.586688,3.2013817,0.42160648,10.588651,11.191987,0.0,0.0,0.0,0.0,0.0,0.0,14.586688,0.0,0.0,0.0,0.0,1.4291513,0.0,17.811188,20.556307,20.556307,0.0,20.556309,32.626163,23.027243,35.0971,17.811188,-12.069856
9.224244,2.3225405,3.557991,4.1998405,4.4333153,0.0,0.0,0.0,0.0,0.0,0.0,9.224244,0.0,0.0,0.0,0.0,12.925364,0.0,21.536564,1.9308228,1.9308228,0.0,1.9308228,31.850412,6.0870175,36.006607,21.536564,-29.919588
25.716146,6.377138,0.40243468,8.873411,9.512573,0.0,0.0,0.0,0.0,0.0,0.0,25.716146,0.0,0.0,0.0,0.0,1.406312,0.0,31.240108,8.584277,8.584277,0.0,8.584278,47.532257,13.094203,52.04218,31.240108,-38.94798
16.416197,4.763171,0.07465371,4.6876493,4.9889746,0.0,0.0,0.0,0.0,0.0,0.0,16.416197,0.0,0.0,0.0,0.0,0.26033986,0.0,28.082106,-17.315863,0.0,-17.315863,-17.315865,37.908905,-13.295491,41.929276,28.082106,-55.22477
18.43968,4.590684,0.0,3.3545036,3.5809898,0.0,0.0,0.0,0.0,0.0,0.0,18.43968,0.0,0.0,0.0,0.0,0.0,0.0,20.645735,-0.23707622,0.0,-0.23707622,-0.23707592,28.817406,5.0170913,34.071575,20.645735,-29.054483
22.786419,6.140331,0.14298958,2.8950768,3.1113536,0.0,0.0,0.0,0.0,0.0,0.0,22.786419,0.0,0.0,0.0,0.0,0.58351934,0.0,19.440195,-7.383462,0.0,-7.383462,-7.3834624,28.834867,-3.9652538,32.253075,19.440195,-36.21833
32.216763,9.170971,0.21111448,4.360299,4.611148,0.0,0.0,0.0,0.0,0.0,0.0,32.216763,0.0,0.0,0.0,0.0,0.89724994,0.0,18.310396,-3.3201683,0.0,-3.3201683,-3.3201675,32.30363,-1.372785,34.25101,18.310396,-35.623795
21.268488,5.9914236,0.0,3.5046892,3.654829,0.0,0.0,0.0,0.0,0.0,0.0,21.268488,0.0,0.0,0.0,0.0,0.0,0.0,29.18601,-57.69745,0.0,-57.69745,-57.697445,38.83226,-47.86731,48.662403,29.18601,-96.52971
39.62063,12.256866,0.26838174,2.67292,2.762498,0.0,0.0,0.0,0.0,0.0,0.0,39.62063,0.0,0.0,0.0,0.0,1.2906092,0.0,18.5708,-69.71422,0.0,-69.71422,-69.71422,33.85855,-62.47492,41.09784,18.5708,-103.57276
49.35848,16.067524,0.24764162,7.441125,7.9400105,0.0,0.0,0.0,0.0,0.0,0.0,49.35848,0.0,0.0,0.0,0.0,1.2259125,0.0,30.56247,-42.348595,0.0,-42.348595,-42.348587,54.817642,-31.698074,65.46816,30.56247,-97.16623
68.18256,22.491262,0.0,4.0289683,4.2829795,0.0,0.0,0.0,0.0,0.0,0.0,68.18256,0.0,0.0,0.0,0.0,0.0,0.0,25.110659,-12.707203,0.0,-12.707203,-12.707204,51.8849,-3.75431,60.83779,25.110659,-64.5921
72.81249,22.099646,0.0,3.1146212,3.3313813,0.0,0.0,0.0,0.0,0.0,0.0,72.81249,0.0,0.0,0.0,0.0,0.0,0.0,30.174862,22.882656,22.882656,0.0,22.882654,55.605892,28.764706,61.48794,30.174862,-32.72324
60.444878,16.988855,0.0,7.079453,7.485977,0.0,0.0,0.0,0.0,0.0,0.0,60.444878,0.0,0.0,0.0,0.0,0.0,0.0,24.998367,46.351536,46.351536,0.0,46.35154,49.473198,49.96416,53.085823,24.998367,-3.1216636
46.589493,12.848232,0.0,5.613029,5.9357734,0.0,0.0,0.0,0.0,0.0,0.0,46.589493,0.0,0.0,0.0,0.0,0.0,0.0,27.484491,46.268497,46.268497,0.0,46.268497,46.268497,52.827286,52.827286,27.484491,0.0
42.446457,10.722191,0.0,13.570439,14.549252,0.0,0.0,0.0,0.0,0.0,0.0,42.446457,0.0,0.0,0.0,0.0,0.0,0.0,22.144304,47.41575,47.41575,0.0,47.41575,47.41575,56.01218,56.01218,22.144304,0.0
51.551636,13.224811,0.0,3.8939364,4.1300445,0.0,0.0,0.0,0.0,0.0,0.0,51.551636,0.0,0.0,0.0,0.0,0.0,0.0,16.66115,34.016006,34.016006,0.0,34.016006,34.016006,38.409996,38.409996,16.66115,0.0
38.361504,9.580383,0.0,4.495225,4.699185,0.0,0.0,0.0,0.0,0.0,0.0,38.361504,0.0,0.0,0.0,0.0,0.0,0.0,12.2515955,26.531162,26.531162,0.0,26.531162,26.531162,32.466984,32.466984,12.2515955,0.0
35.537125,8.621002,0.06938926,1.6954317,1.7925854,0.0,0.0,0.0,0.0,0.0,0.0,35.537125,0.0,0.0,0.0,0.0,0.25703427,0.0,11.582087,22.065063,22.065063,0.0,22.065063,22.065063,27.123476,27.123476,11.582087,0.0
25.927818,6.354053,0.0,0.52927774,0.56422836,0.0,0.0,0.0,0.0,0.0,0.0,25.927818,0.0,0.0,0.0,0.0,0.0,0.0,11.127011,18.045294,18.045294,0.0,18.045292,18.045292,21.409266,21.409266,11.127011,0.0
16.269386,3.6304493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.269386,0.0,0.0,0.0,0.0,0.0,0.0,11.0836115,14.71406,14.71406,0.0,14.714061,14.714061,18.753496,18.753496,11.0836115,0.0
14.751524,3.2284656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.751524,0.0,0.0,0.0,0.0,0.0,0.0,11.030095,14.258562,14.258562,0.0,14.25856,14.25856,18.391914,18.391914,11.030095,0.0
21.786766,4.6879516,0.0,0.224799,0.24675025,0.0,0.0,0.0,0.0,0.0,0.0,21.786766,0.0,0.0,0.0,0.0,0.0,0.0,11.506006,16.440706,16.440706,0.0,16.440708,16.440708,18.352081,18.352081,11.506006,0.0
17.316183,3.8036194,0.0,10.900796,11.555764,0.0,0.0,0.0,0.0,0.0,0.0,17.316183,0.0,0.0,0.0,0.0,0.0,0.0,13.023606,28.382988,28.382988,0.0,28.38299,28.38299,31.609604,31.609604,13.023606,0.0
